comments,star
沈腾马丽 邓超闫妮 宁浩葛优 陈思诚黄渤 徐峥,4
徐峥的才华确实被低估了  乡村教师 这个题材的电影展现出他某个程度的细腻  他很擅长从一个小的切角去展开一个宏大叙题 这样的融合不会过于煽情 却分外让人感动 ,5
为什么这些导演觉得旅游村 度假村可以代表中国农村呢 ,3
中国当今喜剧顶流的一次集中展示 更难得的是5个单元故事不相上下 没有一个拖后腿 而又各有侧重 选择放弃给它们排名  北京好人 里葛优延续了 张北京 的角色设置 与素人大爷的 假双簧 令人捧腹  天上掉下个UFO 是唐探2 9版 喜剧嫁接土味科幻悬疑类型 被黄渤的贵州话洗脑  最后一课 范伟的动情演绎很难不动容  回乡之路 的男主太符合邓超的表演了 但笑过以后又能被打动  神笔马亮 沈马CP再合作 笑点杀伤力极高 一个善意的谎言制造出了一个完成度最好的小故事 国庆档观赏性较高的一部 没有期待竟超出预期 ,4
五个故事各自都呈现出了丰富的人文色彩 而且与五组导演之前的作品都形成了有趣的互文与关联 开篇的 北京好人 一如既往地稳 延续了宁浩喜剧一贯的高品质和人情味  天上掉下个UFO 处处都是彩蛋 这种土味科幻很有可能成为新的风潮  最后一课 范伟太强大 再次展现教科书级演技  回乡之路 拍出了大西北的风沙粗粝感 结尾出现真实的治沙英雄照片非常感动 真的很好哭 当然印象最深刻 也最值得表扬的是压轴的闫非 彭大魔 神笔马亮  可以说给 西虹市 宇宙又增添了一抹亮色 喜剧其实不好拍 一直拍喜剧格外难 这一点闫非彭大魔还是蛮有坚持的 这次立足于新农村变化这个高点 拍出了很难得的地气 看得出导演们都在用自己的方式述说着小人物的故事 所以主旋律也是可以拍得格外好看的 是一部有笑有泪 阖家欢的电影,4
毒辣一点说 在群星献礼的电影里 对于演技最大的考验就是 看谁更能脱离本人 而更贴近角色地存在 不像搞笑艺人的闫妮 不擅长忽悠的葛优 还有差点没有认出来的王源 都是莫大的惊喜 说实话 王源出场后很久我才依稀能辨认出来 不再是昔日的偶像艺人或者综艺明星 他把自己打扮得土里土气 演出角色本身的色彩 远比穿着光鲜亮丽戏服的刻板表演更让我感动 也更像是一个合格的演员 ,4
 北京好人 简直梦回我和我的祖国里的 北京你好  葛优要给我笑吐了 陈思诚的 天上掉下个 UFO 实在没想到会是这么个走向 都有手工耿那味儿了   里面的方言都还蛮好的 不出戏 王源的陕西话不得不说真的学的很像啊 总体来说还是值回票价 细节看得出是蛮用心的 全明星联盟诚不我欺 ,4
也就徐峥的 最后一课 能看吧,3
全明星阵容 小品式的剧情 每段还配首歌 惠农政策和农村新貌展示一遍 加俩主持人串场就是春晚了 ,3
金马影帝范老师演技赛高 冒雨拿颜料盒摔倒的画面太好哭了 哪怕岁月蹉跎 白发苍苍 他还是惦记着没有上完的最后一课 这才是中国好老师 ,4
最后一课 神笔马亮 北京好人 回乡之路 UFO 表演方面能看看范伟老师和韩昊霖 求求别折腾葛优老师了 心疼 PS 陈思诚 徐峥 邓超都拍了老婆 真的就 各有各的境界吧 ,3
春晚大杂烩 情绪轰到那儿了 你不哭都不行 别管真与假 眼泪是真的 咔咔哭完 出来一想 为什么哭了 自己也想不明白 ,3
 最后一课 节奏很棒 范伟演技惊人 把我的泪点掐住了  神笔马亮 最惊艳 笑点很高级 从笑到泪的情绪转换自然恰当 看得很舒服 麻花做喜剧还是厉害 超越了以前的自己 ,5
作为一名曾经遇到过好老师的人 最后一课哭到不行 脑海里都是那个曾经在我最迷茫的时候点醒我的老师的身影 想说老师的一个小小的鼓励 能够成为学生心里的种子 而这粒种子终将长成大树 影响人一生 ,5
包装春晚 开箱村晚 除压轴的开心麻花单元外几乎都趋于尬笑还非要硬拔高的小品范儿 国庆档真正的新片即便都由聪明人操刀 可外表再精致都没能藏住玩命赶工的窘态 这样的复工速度绝非良性电影市场该追求的样态 ,3
吹爆 北京好人  观影感觉就是上一秒还让你笑得前仰后合 后一秒就让你哭出来 农村医保问题太扎心了  天上掉下个UFO 看起来很荒诞 但是背后的农村交通问题又让人没法不深思 拍的还挺巧妙的 挺有陈思诚的个人风格 邓超的 回乡之路 太有陕北的味道了 从演员的方言口音到服装搭配 尤其是王源的黑框眼镜 黝黑晒伤妆 看起来太接地气了 最好哭的还得说是 最后一课  看完了久久不能忘怀 最后一幕老范和学生说了简单的几句话 却让我哭疯了,4
 北京好人 讲借医保给表舅治病的故事 不管是反转还是节奏都很招人喜欢 葛大爷和表舅的表演都增色不少  回家之路 把视角放在西北地区 不管是造型还是口音还原度都不错 还有王源之前为了晒出西北黝黑的肤色 还把自己晒伤了  最后一课   神笔马亮 融合了很多元素 支教 扶贫 带货 故事涵盖的范围很广 也让家乡这个议题更深刻了 不再是单纯的思念家乡 也算是突破了这层命题的限制 ,5
前三个故事不错 邓超 俞白眉真的是不出意外的垮 尬 ,3
沈腾马丽的 神笔马亮 牛逼 单凭一己之力让我把片子给多一星 其他单元真的十分so so ,3
如果说去年的我与国还有那么一点用心 今年的我与乡真的尬死我了 真的求求现在的导演不要一拍电影就拍喜剧 那些烂梗真的不好笑 让人尴尬起反作用 徐峥部分还不错 邓超那部分其实也挺好 开心麻花有点小浪漫 宁浩和陈思诚 真的尬 还放在第一第二部分 差点就想离场 ,3
像片头那个稻草人一样 又假又空 自我感动 开心麻花意外的还行,2
神笔马亮最佳  没话说  我的沈马组合 圆满了 ,3
太难看了 虽然我不喜欢开心麻花 但是确实只有最后一个符合合家欢喜剧的节奏 跟春晚小品实景化似的 前面四个节奏稀碎 宁浩那个题材ok就没敢往深拍 另外三个就是三坨屎 ,2
喜剧就是把过时的春晚小品搬进电影院吗,2
邓超墨镜一戴 手包一挎 张口就来两千万的生意  土 和 豪 那种冲突感拿捏得绝了 而且真的是喜剧效果满满 土味欢乐回乡之路 浓浓的陕北乡情呼之欲出 ,4
真的一点都不好看          ,1
现在咱们来换个思路想想 假如把这几个故事搬到春晚舞台上会是什么效果 是不是一点违和感都没有 因为它本质上就是五个小品段子 主旋律的命题清晰 跟小品演员比拍小品 自然是开心麻花在笑果上胜出 因为人家这么多年从来就没拍过电影 宁浩是最稳的导演 这个故事像 祖国 的续集 一如既往的松弛 片子还有一个亮点 范伟是最亮的那个老表演艺术家 看完这部电影深切体会到电影是意识形态的宣传工具 当它带着强烈的目的性和煽动性而来的时候 一旦遇到会拍的人 价值观输出效果是非常强大的 可以轻易控制观众的情感 也正因如此 电影的日常也成了审查的日常 这件武器太强大了 ,2
