comments,star
最善良的横死街头 最认真的放弃事业 最有理想的最堕落 最没正经的最纯情 哎呀我说命运啊 你是不是太工整了一点,4
李焕英8 3 麦娜丝7 7 豆瓣都特么是瞎子,5
闭结的纸扎屋就像肚财的太空舱 是内心深处的浪漫 ,4
如果大佛是plus 這部真的就是minus,3
看完這部電影才真的意識到以前看的大部分台灣電影都太外省了,5
非常松散 非常清凉 非常无厘头 同样语境 大概就是城乡结合部三无网吧的熬夜大神的爱情 城中村角落捡烟屁股抽的流浪汉的奇遇 被卷入灰色产业的傀儡的闹剧 连天网都拍不到的路人的独唱情歌 那些城市文明遗忘的角落 整个华语电影世界 只有台湾电影人认真而多情地记录着 ,4
"我在看 同学麦娜丝 时是在看什么 被大陆电影所遗忘的小镇 中年 群体的生活状态 无论是为照顾阿嫲错过婚姻做纸扎屋的闭结 渴望带领台湾电影走向世界的添仔 自杀未遂后同女神重逢但怯懦的罐头 亦或在台北紧衣缩食地生活 却因女友怀孕而被迫结婚的电风 他们是繁华都市无人注意路人 也是占据最广泛群体的小镇中年模样 电影提供了远离都市普通人生活的智慧和思考方式 罐头妈妈评价添仔 当导演就是没有工作的人 口吃的闭结和相亲对象约会 对方总能猜到他在想什么 唯独听到 承诺 时假装不明白 电风对于结婚很惆怅 被安慰道 两个人认真在一起就会幸福啊 人生就是这样 你不要想太多 喜欢朋友四人在闭结所造的纸房子里聊天 虽然不法到达彼此内心的宇宙 但纸屋像太空舱 拉近了彼此的距离 就很可爱的电影啊 看得很开心 ",4
年度华语片前三 喜欢这部胜过大佛  导演最后出来踢人整场笑疯hhhhh,5
啊  真覺得很多動人時刻是屬於直男的  ,4
全世界年轻人都太难了 ,4
白天写不出的剧本只能在梦境之中喊停 这是属于衰烂导演的日光夜景 活着买不起的房子只能在死去之后买到 这是属于悲哀中年的明天更好 把梦想的光圈缩到最小 却还是不能看清欲望的真相 将女神的光环放到最大 却还是无法接受现实的崩塌 如果一切注定不会改变 我们又为什么拼了命的在混沌里挣扎 钟孟宏有 阳光普照  黄信尧则是 回光返照  四个人的人生都遭遇了人生中突如其来的好运 随后又被不同程度上做了减法 无明天被人捧上位 却是个花架子 电风结婚了 随后又失业 罐头遇见女神 可女神是性工作者 闭结不再结巴 却惨死街头 导演在旁白中说 失去了距离 也就失去了幻想的美妙 仿佛一旦幸福来临 又意味着某种不幸的开始 导演的视线从大佛移到了同学身上 向这纸糊的混沌人生 来了一记温吞的扁踹 将所有散装幸福都打回原形 ,4
不像前作 大佛普拉斯 那样有若有若无的主线 今次就只是扯屁乱讲 四个同学的生活随便聊聊 导演还会突然旁白 突然乱入 但怎么说类 人生不就是唬烂三小 我还是好喜欢闭结做的超大纸扎屋 好喜欢去查户口的罐头 好喜欢电风在漫画店爱上笑得大声的女孩 好喜欢好喜欢好喜欢这个讲述人生有点掉漆的故事,5
冲进画框的导演和急于解释剧情的旁白一样 均显得过于直白而刻意形式 与影片整体偏荒诞的黑色幽默基调有所游离 四线辐射的中下层社会图景显得松散 多次调侃导演行业以及暗cue前作 其实用多了会流于疲软 其他元素如性 幽灵 政治黑幕 塞得较满 强行联结  印象最深的 1 一场婚礼 一场葬礼 政治选举的渗入覆盖了所谓同学情谊 2 闭结糊了一座鲜妍纸屋 和凄惨现实对应 最热爱生活或人类的那个人却最早遭遇无情 生活哪有道理可言 刘冠廷真太棒了  中年以后更有资格感叹一句 世界混沌  活着太难 ,3
 金马2020 但凡冲着大佛plus而来的观众都会有些许失望吧  结构松散 几无强情节 甚至没有故事主线 无论成功的失败的亮丽的平庸的中年都如此混沌 不过生活好像也就那么回事儿诶 想求一条清晰的坚定的不偏离不摇摆的脉络 但这篇散文写着写着不仅形散神还散 竟在楼下公园取了段儿景 很醒瞌睡 ,4
在继承了台湾电影传统的同时 导演又把个人风格近一步放大 试图抛开电影写作的条条框框 直接跳出来跟观众交流 讲他人到四字头的人生感悟 有趣的同时还能感觉到一份真诚 创作上无拘无束 故事里世事无常 何必痴迷于人生的答案 指望两个小时的电影可以给观众答案 到头来我们可能也是一只鸡而已 ,4
鄭人碩在婚宴和阿堯對話那場戲真打到我心砍裡了 我當初也是處於這樣的心境在面對未來  個人私心希望鄭人碩能夠得獎     哈哈加藤鷹老師做為彩蛋客串有點意外    還有史上第一位導戲導到一半跑進銀幕裡踹人的導演 都是很有趣的梗   因為該片很多故事都和現實情況接軌 這部是我今年最能感同深受也最喜歡的電影 ,5
乐坛升哥影坛阿尧 浪漫与宽厚如他 薄情与浪荡如他 将驰骋的想象力深深扎入乡愁 日光夜景 夜戏日拍 在阴间行走 在厕所密谈 人造鸟鸣的选举办公室 依树而建的纸扎洞房 沉甸甸的心情 拍出来却是云淡风轻的味道 借对 我 这一辈人的自嘲 书写台湾人民的共同忧痛 个性坚硬命运无常 渴望脱离轨道但轨道牢不可破 永远在期盼永远是失望 ,4
Minus刚好对应Plus  人到中年 无奈二三事 黄信尧的电影总有种荒诞感和冷幽默 但他又总能处理得恰到好处 像这部电影 嬉笑怒骂与调侃的同时 却又满含人到中年的无奈 让你笑过之后 又有些唏嘘 好玩的地方太多了 比如 突然不结巴的闭结 对吴铭添说过的话 当然是鬼话啦 ,4
与 大佛普拉斯 互文 彻底粉上了导演黄信尧 麦娜丝是minus 是减法 是负值 是不争气的自己以及身边的猪朋狗友 电风手动停车 还要安慰自己捡到了便宜 从事纸扎的闭结为自己打造了一座豪华新居 煞有介事地邀请朋友参观打牌 刚遇到了知心爱人就死于非命 以为生活要好起来了 马上跌落谷底 明天会更好吗 不会的    我们花很多时间   找寻人生的答案    但说不定    答案的本身就是一片混沌 ,5
 金馬影展開幕片 本身發想就是屬於阿堯導演的故事 中年危機 職場不如意 創作無靈感 愛情無結果 慘字各自寫在四位老同學的臉上 但人生本身就是遠看像喜劇 近看像悲劇  同學麥娜絲 依舊是幽默的阿堯導演作品展現 而這種幽默展現 結尾阿堯導演甚至都自己跳出來踢一腳 生活的苦悶 實在無法再容忍假惺惺的人類了 結構較散 但四位要角的線都挺有意思的 跟大佛相比劇本的鋒利度不如 但這部片是從阿堯的紀錄片 唬爛三小 衍生成的劇情長片 也許要看過短片才能確定這部長片是否真的有成功普拉斯 但就單評這部電影 喜歡 劉冠廷真的讓我笑到無法呼吸 ,4
像送的小菜比正餐更好吃的料理店 导演的旁白和预告片都比正片更有趣 ,3
无论黑白还是彩色 无论边缘还是主流 相似的荒诞中经历 相近的苦涩中生存 黄信尧较之前作 进一步动用了几乎所有擅长的影像表现形式 更加实验却更加贴近 更加抽离却更加现实 去年最值得回味的台湾电影 同钟孟宏一道 一种认命般回光返照的魔幻一刻 以虚无对抗无常 如同冲进镜头动手的导演 无为的宣泄和欢愉 十分短暂 甚至刹那间流逝 的确是又一度的 普拉斯  更加私人的记忆对话 然我们能否在下部电影里同 中年的旁白 再次相遇 或许只能听候安排 大家都在被命运捉弄 同学麦纳丝 成为每个人生命中的那件麦格芬 不堪回首却无限留恋 又成为时下自我悲感真相的祭品 只能骂上一句 给上一拳 连带那些五味纷陈 永不复还的送别 ,5
成也導演風格敗也導演風格 其中女性角色一如既往的扁平卻沒有其他烘托導致整個作品結構鬆散不已 分數低純然是對其期待過高而致 ,2
怎么形容呢 黄信尧拍出了可能是年度最油腻又最纯情的 直男电影  如果有这一种电影种类的话  他将所有女性角色剥离到只剩最干瘪的符号 又将男性群像注入爆出地表200 的灵魂 中年男人的心事与情怀 作为永远长盛不衰的 霸银幕话题  想必是因为拍电影的大多也都是中年男人 但要拍得有趣 拍出醇厚感 复杂度 还是相对少见的 这部没有 大佛 那么大的野心 单纯从这个角度思量 仍旧相当可观 有着各式散落无章的奇思妙想 有点黄信尧碎碎念版 浪荡儿   夫君 的意思了 郑人硕 刘冠廷 纳豆的戏 把人物的气质和情感温度拿捏得恰到好处 闭结的纸扎屋和罐头的泪崩两场戏颇具华彩 ,4
吸取了 大佛普拉斯 尴尬的教训 这次我特意独自在房间里看 同学麦娜斯  结果在罐头用 金手指 享受春梦的时刻 我妈端了一盘水果给我      还好加藤鹰老师及时登场 还好我妈并不知道加藤鹰是谁,3
散装的 大佛普拉斯  讲述同学中年多犯贱的市井生活 可能正因为散 连带黑色幽默都碎片化了 导演出镜算是神来一笔 全世界第一次有导演跑进画面打人的哈哈 问君能有几多愁 恰似猪头加工变罐头 苦中作乐可以有 ,4
黑白的太空舱无法探索宇宙 纸糊的新房却能将富士山私有 黄信尧的黑色幽默与犀利温柔依旧 一派胡言的人生 轻于鸿毛的死亡 承认自己不过是只鸡 就是人到中年的最大成就 ,4
坐进按摩房 神桌再也无人供奉 钻进纸扎屋 结巴开始有人听懂 跳进无名湖 车位似乎不会拥塞 坐进选举车 发票仿佛得以兑现 男人终将亲手掐灭青春的香火 敲碎人生的地砖 梦见索命的巫鬼 在钱包里塞满符纸 曾经逆风尿一丈 以为离成功只差个尾数 后来顺风滴到鞋 在宇宙爆炸里变成沾土的萝卜 ,3
中年版 浪荡儿  但因为中年也难免油腻 都是金句和段子 几乎看不到关怀 打破第四堵墙也显得那么突兀 遗憾黄导有些像台湾彭浩翔了 ,3
前作太好期待太高  同学麦娜丝 依旧犀利 但却没了最初的惊喜和感动 就像黄信尧说的 我们不断追寻人生答案 也许答案就是混沌 相比 大佛普拉斯 而言  同学麦娜丝 多的也是这一份混沌 虽然叫Minus 但还是在做plus 四个同学四条线整整多了一倍内容 却比前作相互交织的两条线更加游离 如果只保留罐头和闭结的内容可能会更好  P S 第一次Get到了采桦姐的美 ,3
校花做了鸡 我很难过 可是我们都做了生活的鸡 却有谁知觉 ,4
比普拉斯更灵动 既延续了之前的风格特色 也有变化和升级 很好的将文艺与商业 严肃与通俗结合起来 麦娜丝只是吉光片羽 故事核心四个成年后的好哥们在友情之外是各有各的艰辛和造化弄人 怀揣导演梦却阴差阳错走入政坛的添仔 名叫铭添却偏偏姓吴 工作高效却是马前卒的电风 暗恋女神多年最后却发现女神早已物是人非心中执念破灭的罐头 为他人着想一辈子却偏偏死于非命的闭结  不用说 在这四个哥们身上你总能看到属于自己的影子 成年人的生活无非就是这样 充满混沌 ,4
还挺喜欢的 完成度如何有待商榷 但太欣赏黄信尧现在放松的创作状态了 拍电影有时很需要这样随性的心态 不必去解释太多的为什么 那样太累 而且很多时候我们也根本找不到原因 就像四位同学的命运走向 很大程度上都是阴差阳错 与其苦大仇深地去挖掘背后的人性因素 不如戏谑潇洒地讲清楚自己眼中看到的是什么 今天该上就上 导演该踹就踹 看似故事 麦娜丝  实则视野比上一部还要 普拉斯  希望黄信尧能继续保持这种好心态 ,4
第四面墙是个好东西 你打破的时机和契机都非常重要 一但没打好 就会显得故弄玄虚 电风作为第四面墙的连接者 也是最接地气的选手 他普通到一文不值 也迷茫到千篇一律 他是最像正常人的大众木偶 被没有明天的他穿针引线 为不再结巴的他大打出手 人间的悲喜不尽相通 但是美好的生活总是差强人意 既然还算过得去 那就马马虎虎活下去吧  简单来说 说起讽刺选举 去年的有更好的 逃出立法院  说起人生迷茫 去年有更好的 迷走广州  说起边缘人物 去年有更好的 怪胎  甚至 消失的情人节 也做的很极致 纳豆那条线完全就是直男癌意淫 自我感动 类似的自我感动你也可以在 孤味 和 亲爱的房客 里窥探一二 ,3
壮阳药广告视听语言分析 演员三合一省工钱 厕所福地适合思考国家大事 加班失眠漫画屋姻缘 纸糊新家富士山 婚礼麦霸抢选票 想用第一次不结巴的声音为朋友无谓呐喊 我把你当老同学 你把我当消费者 导演分不清现实入画揍演员 人生不过是 唬爛三小 点题致敬  很多地方感觉是闽南乡土狗血剧的新拍法 加藤鹰啊丁字裤早餐啥的 本质内容和快手里的那些差不多 但胜在能将巧思用在更深入一些的社会人性关怀之上 还算真诚可爱,5
靠北 吴铭添 无明天  你还相信明天会更好  郑宇彤小姐还是性感的 上火解渴的感觉 导演两部戏都有她 ,4
比起一堆在劇本上用力刻畫一個完整的結構的台劇 更偏好這樣有點鬆散的散文形式 或許從大佛形式強烈的黑白變成彩色了 無論是優點或缺點都更明顯了些,4
又一部杨德昌系电影 感觉从魏德圣 钟孟宏到现在的黄 杨的影响力是要超过侯  比 大佛普拉斯 进步不小 对荒诞剧的整体把控能力有极大提高 不再是为了折腾而折腾 悲喜情绪的丰富性一直在合适的分寸之内表达 刘冠廷现在无疑问是台湾新一代实力派男星一哥 要说缺陷 所设定的荒诞 指向的所谓人生真相也好 自我反思力度也好 深度还是不足 差了一口气 部分自我调侃的后设拍法怎么看都是有点多余的花哨形式 3 5,3
TGHFF57  臺味很重 但真的滿Minus的   點讚美術 攝影 音效 配樂 整部片從 排場 看得出预算充足 四線 加VO五線 敘事不容易 但編導層面得反省 想用戲謔手法觸及中年男人的苦悶 可是 那麽多油腔滑調是在 唬爛三小    閉結忽然不結巴然後就出意外 想表達人生無常 肚財似的 飛來橫禍  卻有一種天外飛來一筆的突兀 塞滿各種無聊笑點 且角色 導演還出來解釋一通  e g  梅益源 綽號 五角  因為 沒一元     吳銘添 導演陰錯陽差競選立委 口號 明天會更好   導演從頭貫穿到尾的畫外音 偶爾和劇中角色對話 最後忽然現身踢一腳 通過聲音的在場 和最後肉身在場  創造多一個敘事緯度 視點 這是故事面讓人覺得比較 有趣 的地方  或許受眾主打的是30 40 歲Local男性吧 ,3
种给拍电影的人 种给消失的林生祥 种给泡沫红茶店 种给纸扎屋 种给安静的夜色 种给记忆里的校花 种给蕾丝内裤和壮阳药 种给喜当爹 种给讲中文和发大财 种给台湾的明天 种给你和我 种给这操蛋的世界,4
看完了 不大行啊 拍得非常小 黄信尧导演调度长片 感觉远不如短片那么灵光 当然不能和 大佛普拉斯 比 无论是深度还是讲述方式上 原先放在普拉斯里的那些小机灵 放在同学这里就显得特别不搭 油腻生硬得很 ,3
最近几年看台湾的新生代佳作 就感觉特别分裂 从 宏观 上 希望 回来  因为 系统 啊 生态 啊等等敏感词再怎么分道扬镳 毕竟同宗同祖血脉相连  从 微观 上 则希望坚守相对的自由 毕竟经历过和我们差不多的恐怖时代 但从阴霾中走出后逐渐找到了华人世界的另一片天空 硕果仅存的一方新鲜空气  从文学 音乐到电影 从三毛 白先勇到林奕含 郭强胜 从邓丽君 罗大佑到周杰伦 五月天 从侯孝贤 杨德昌到钟孟宏 黄信尧   想了想东南那块曾经瑰丽明珠的现状  像不像你曾经暗恋的校花校草如电影中的潦倒,4
中年男性的苦闷生活 用幽默又丧的方式呈现出来 但真的没多大意思哈 是说既不那么有趣能使人发笑 文本意涵上也浅薄  尤其是作为苦闷生活呈现中介的女性形象 比如失意导演在其后默默支持面对出轨又歇斯底里的妻子 阿枝  社会边缘人的解语花女朋友 阿月  宅男的女神 麦娜斯  实在是太陈旧又刻板了 而 她们  也在直男男性的意淫中完全失声 ,3
市井里的悲喜人生 看这部电影 总让我想起陈升作品里的那些小人物 我尤其喜欢纳豆 他好适合饰演这类小人物 在钟孟宏的 一路顺风 里就给我了深刻的印象 这一印象延续到这部电影里 可以视为一个人 他矮胖丑陋 丢在人堆里无人会看他一眼 但他最深情 女神沦落 他流的泪也最动人 另外我也喜欢王彩桦 她举手投足之间把人物都演活了  康熙来了 里的一些搞笑艺人 认真演起戏来 都一个顶一个 ,4
由神位供奉到堕落凡间  圣洁美好的 麦娜丝 从内心世界坍塌 崩溃的不止是罐头 我们多多少少都经历着心中那座 麦娜丝 的坍塌 它是一种象征 如同大佛般神圣伟岸 让我们始终相信世间美好 人到中年以后 才发现世间并不清澈 当 麦娜丝 不再无暇 日渐侵尘 才明白一切不过是当初的心存妄念  麦娜丝 隐喻为减法 Minus  是在失去中才能悟彻到的成长 ,3
羡慕人家电影的多样性和想象空间 不是 ,4
4 5  年轻时的我们 以为总有一天 会衣锦还乡 开着名车 住在豪宅里 我们总是相信自己身上有一双翅膀 只要肯努力 一定可以展翅高飞 但过了40岁 慢慢可以理解 原来我们其实只是一只鸡  人生海海 我们身边都有罐头和闭结 我们都有可能就是添仔或者电风 也许就是这样胡乱的又平淡的结束一生 毕竟  人生本来就是一派胡言  ,4
没有失望 也没有觉得比 大佛普拉斯 差 这部minus细想一下真的很现实 不上不下的几个中年男子的故事 下午才在跟某人讨论为什么中年男子普遍爱喝酒 看完这片就很能理解 就别的事情都没法掌控了 唯有这口酒是能留得住的眼前的快乐 最近由衷地觉得不是女性地位低就代表男性地位高 尤其是在东亚地区 男性越往后走就越回归雄性动物丛林法则了 只有少部分是优胜者 然后有很大一部分逐渐被社会化淘汰 在整个社会语境中 消声  ,4
与其说它拍出了同学情谊的全面溃败 不如说是少年情怀的终将逝去 好哥们儿成为拉选票的工具 老同学变成一脸鸡贼相的领导上司 连当年的女神变成失足妇女 同学少年都不贱 以为自己有双翅膀就能一飞冲天 后来才发现自己只是鸡 ,4
有些荒诞 自嘲 爱耍小聪明 又爱讲悲天悯人的大道理 感觉跟韩寒风格挺像的 反正不管拍电影还是当委员 都没有明天 ,3
55 100 酒精计划台湾分计划 从主题到结构都一样的无聊至极 群像浮空 视线游离 情节无非经由 意淫 生成 除了贴合作者周身语境便再无半点魅力 相比下叙述语气要更有意思一点 但有时又不知节制 ,2
年岁到了 不由恬不知耻地对号入座 四十岁当然不会有几个人香车宝马 而不在同一层的人注定失去对话的兴致 少时仰望过但如今被拖下神坛的 何止是女神 问题当然不在所谓风尘 而是与曾经向往产生落差  还有那些不切实际的有用名望 一切都如麦娜丝 一切都在minus 是电风说的 做什么事都认真 但是什么都不顺心 是闭结这样的 憨直 为人着想 也不过等来上天无情 最后说唱首歌来祛毒 依旧逃不过 这世界到处都是伤心人  想想那个房地产广告 当真越华美 越心虚 喜爱的一批八零后演员加康熙班底 看得着了迷 ,4
打破第四面墙虽然是黄信尧一贯的手法 但故事还是新鲜甚至看得上瘾 有了 大佛 承上 本作个人风格更鲜明 个人情感也更浓烈 Minus与Plus 麦娜丝和普拉斯的相互承接既有关联又无关联 也很有意思 多了一座佛 于是大佛 普拉斯  少了一个同学 于是同学 麦娜丝   同学 只是提供了身份和背景 这一群男人也不是真正的主角 各种戏谑的讽刺和自嘲 台词对白各种调侃和揶揄才是亮点 不过 同学 两字引出的故事和带来的思考也意义无穷 起起落落 来来去去 加加减减的人生奥义很具象也很真实 在这种极度本土化 极度日常的环境之下 导演制造的不经意的荒诞和黑色幽默也都非常有力 极具台湾代表性的一部影片 导演想表现的那个台湾 应该就是电影里这个样子的台湾 这部电影如果是在台湾的某间戏院看 氛围一定很好 ,4
这部影片 不光是展现了电影的荒诞还向我们这些没到40岁的 希望有一天可以衣锦还乡的做梦人泼了一桶温水 人这一生有多少想法做的多少事都是荒诞的啊 觉得自己终有一日可以成为伟人 实际上不过是一只鸡哈哈哈哈 导演如此的展现荒诞真是太有才了 ps之所以说是泼温水是因为 导演本人是成功的 ,4
結構有點散掉了 其實還是在重複第一部的故事 ,3
相比于前作的耳目一新 我更喜欢这部的娓娓道来 没有批判也没有歌颂 只是把中年人的苦 事无巨细地摊开了给你看 拆穿了梦想这个人生中最大的骗局 它存在的唯一意义 或许就是有一天必须学会去聆听破碎的声音 而生活本身从来都是用来失望的 明白了这一点后反而就不会那么失望了 作为观众 如果你不试图去定义每一个人 那便不会随意给别人扣帽子 这或许也是在观影中应该学到的吧 家族和黑帮势力 那个年轻的 前身是导演的立委候选人 仔细看他的招牌是红色  背景又设置在台中 如果对岛内生态有所了解 很容易觉得这些都有所指 郑人硕太棒了 我觉得他才是最出彩的一位 婚礼和葬礼两场戏演得实在动人 拿不了金马大概因为太帅了 ,4
8 6 10 沒有大佛的壓抑 沒有大佛的黑白畫面 但一樣的是 人生 始終不會給你彩色  喔對了 加藤鷹的客串 真的超絕啊 漲姿勢了 ,5
铭添竞选立委 电风辞工下湖 闭结不结巴了 罐头去追校花 我们都有光明的未来 ,4
文学最怕腻于个人的无病呻吟,3
推车入库 日光夜景 给萝卜抹土 男人不要常洗澡 纸糊的房子能看到富士山  确有堆砌黑色幽默元素之嫌 但还是忍不住嘴角上扬 高委员的口号 倾听 算半个主旨 添仔的电影梦只有枕边人倾听 所以他郁郁寡欢 阿月的出现告诉我们 你是结巴又怎样 有爱就会被倾听 ps妻子把小三的内裤放在盘子里呈给丈夫真是神来之笔 ,4
几个被困住的人 一场场荒诞的人生 比大佛普拉斯差着段位呢 故事有很多都是断头的 麦娜丝也好 立法委员也罢 都真没什么可堪琢磨的空间 倒是闭结设计得真有意思 刘冠廷太棒了 几部电影看下来 简直可以封神 ,3
一方面对台客兄弟情的描摹浅尝辄止 四条线并列铺陈的中年危机全无现代性的表述 请来加藤鹰演示金手指这样的趣味更是无聊透顶 而另一方面对 男人背后的女人 的刻画则充满了意淫式的想象   充分暴露陈腐的性别意识之后  可爱 就不能继续当作技法的挡箭牌了 第一秒钟起导演评论音轨式的介入 确实丰富了打破第四面墙的方式 电风与镜头的对话  也宣告了自己书写乃至参与故事的合法性 但其在旁白乃至画面中的出场 只能算是 大佛普拉斯 的故技重施 所谓 Minus  实则是在纪录片的真诚性上大打折扣 前作中对底层的真切关怀 对肚财这一人物投射的悲悯 坍缩为本片为闭结所做的潦草的 奇观式的 戛然而止的结局 也如 阳光普照   无法真正达成戏剧上的真实 ,2
是的 中年危机就是如此散乱而混沌 纳豆妈妈那句 当导演就是没工作 与另一句日剧名言 爱看电影等于没有爱好 异曲同工 杀伤力不大 侮辱性极强 ,4
中年同学 全是错位人生 电风卖保险却保不住人生基本道路 罐头查户口却成为情感畸零人 闭结卖往生用品却来不及给自己准备来生财物 添仔是导演却沦为受人调度的工具人 中年生活如同麦娜丝 可望不可及 ,3
看到黄信尧一直在试探电影语言的边界 Plus中用黑白彩色交替作为幽默手段 Minus的旁白不满足于仅仅打破第四堵墙 这次甚至成为一个角色 仿佛这是五个人的故事 他们都是我的老同学 我一直在场 直到最后终于忍不住入镜暴打 这些当然不是他的发明 两种手法都被很多人玩过 他只是再进一步 用稍微不同的方式讲述我们熟悉的同学情谊和生活艰辛 和这种被批评的过度旁白类似的 是他真的在观察和体会普通人 从那些没有情节的闲散镜头到台湾民歌 以至于我从来没有接触过这些音乐 却接连从他的电影里了解到林生祥和浊水溪公社 他们如此自然地融入在一起 ,4
上帝也在人間討生活,3
希望电影在1小时44分结束在闭结的歌声里,5
对照 大佛普拉斯 来看 肯定得做个减法 作者性表达 并不代表着是一味去 自我重复  荒诞喜剧 也不意味着完全刻板的表演方式 痕迹太重 削弱的是作品情感与符合语境的口吻  其实从大佛开始就有这个毛病了 只是没想到一直往下滑  其次 刻意的去空间塑造 只是一时的美丽 空间框架的松散引发的是一系列算计表现 包括画外音 是一个取巧的方式 是叙事加法的同时也是作者减法 勉强三星 PS上一次puta 这一次瓦乐莉 ,3
观感比 大佛普拉斯 要好  大佛普拉斯 是非常聪明的电影 好在立意 用佛身藏尸的概念延展出阶层倾轧的血泪真相  同学麦娜丝 就更现实 也更超现实 影片刻画了四个40岁男人的中年之苦 又为每个人创造出了一个可望不可即的幻象 应对着 只差一步 的人生 但这无异于阿基里斯与龟悖论 导演黄信尧处理得相当轻盈 内容一点点扎心 但他又有能力让观众因为角色的遭遇笑出声来 或许每个人都能从影片找出勾连之处 而这笑声 就是对无解的人生的一丝开解 同时又让残酷的人生更加残酷 ,4
和 导演 一样困惑 我也不知 大佛普拉斯 为何会火 可能也是纸扎的吧 明明就很普通嘛 想要指向的 幽灵 最终都被 假作真时真亦假 的 同学麦娜丝 消解掉了呀 可以说 本片是继 女人的碎片 之后又一部尝试以 失败者的碎片 来进行政治性表达的例子 这种把所谓的黑色幽默建立在他人的痛苦之上的伪人文主义视角 不由得让我想到 自己幸亏不是这位 导演 的同学 ,2
黄信尧导演耳垂饱满 圆润多肉 一看就是富贵聪慧 写台词读口白韵律独特 面相和才华相辅相成 ,3
把 大佛 里的一些猥琐点放大了 最典型就是 白月光  泛滥成灾 女性yy校草一般是多年后变成秃头大肚腩 男性yy校花则几乎都是沦落成千人骑万人压的流莺 接盘的话是老实人 不接盘就是 男人至死是少年  干啦 ,2
在钱包里塞满符咒 也买不到对的彩票 暗恋了30年的女神 也会去做妓女 相识一辈子的兄弟 突然在知乎做了键政大V 做梦都在搞艺术的才子 也会在好朋友的葬礼拉选票 导演都忍不住要入画打人 同一条丁字裤 要拿来闻 要装进盘子里做早餐 又还要嫌脏 懂得日光夜景技术的罐头 在桥洞的寒风里赤身裸体教导演拍戏 能力强到同事嫉妒上司畏惧的好员工 被欺压到跳进混沌的湖水 宇宙大爆炸之前就是混沌 混沌就是湖水 这世界没有什么道理 善良手巧的孝子 找到真爱后一个月 惨死街头 回光返照的结巴把自己第一次流利的声音献给朋友 朋友却在他的葬礼拉选票 命运使者是神父 死神 和妓院老板威力三合一 就像40岁的人童年玩的卡带合集 最终我们都是虚伪的黑色动物 时而在吞药自杀前连续嫖娼两次 时而离开妓院为女神默默流泪 ,3
人至中年醒 各自爬山去 ,4
又男又可爱 但确实差一些  本人最喜欢的竟然是咬字奇特的陈以文 ,3
普拉斯是虚构的 和导演有距离 距离让他更有舒展拳脚的空间 那种调侃的自嘲的旁白是从容的 但这部改编自他自己的亲身经历 这让导演有一大堆想要不吐不快的主观情感 于是 旁白成了他说教卖弄的管道 变得既不幽默 还很多余 ,3
