comments,star
尼斯湖里有水怪 神农架中有野人 喜马拉雅山顶有群居的雪人 大人都当它们是怪物 只有孩子把它们当朋友 穿越蓝莓果林 油菜花海 它有腾云御风控制大自然的神力 能让毁掉的小提琴复原 却不能让父亲复生 他不敢在巨大的蒲公英上乘风 不是因为不够勇敢 你能在逆流的鲤鱼上驾雾 只因你不肯放弃 ,3
故事 特效 音乐 画面都超级棒 尤其是油菜花田里冲浪和乐山大佛开花 太美了 大毛很可爱也很善良 电影里的三个主角都很可爱 还有一条跳跳蛇 脑洞很大 电影很感人 很欢乐 适合带孩子去看的合家欢轻松喜剧 跟着冒险队一起游览中国大好河山 梦工厂真的是有心了 很棒的动画电影 ,5
情节比较不科学 很多细节经不起推敲 但是画面精美 风景极佳 人物都挺善良单纯可爱的 反派都很简单粗暴 适合比较低龄的宝宝们吧 看不出bug也不会思考太多 成年观众看会觉得一卡一卡地出戏 ,3
应该是国庆档里质量最高的一部了  雪人奇缘 有着 E T  的内核 在好莱坞工业流程下完成度很高 不输梦工厂年初的 驯龙高手3  影片用一个雪人寻家之旅串联起中国大陆四方风物 尤其是众配音演员配合中文版本土化脚本完全没有违和感 你能相信这居然是陈飞宇最好的表演吗  最后雪人归家 小艺一行人也走出失去亲人的阴霾与家人团聚 祖国大好河山 中华家庭内核 这部中美合拍片才是献礼片打开的最好方式吧 ,4
都带自家的小朋友去看吧 他们一定喜欢 还会在影院里发出 哇哦 的惊叹  ,4
作为一部中国元素的动画电影 执行得很彻底 地点是中国 大街小巷都写着中文 唯独配音是英文  甚至还有汉庭的广告 估计这个广告只有中国院线才有  三位主角的形象值得表扬 不再是外国人眼中的中国人的长相 而是中国人真正的长相  中国人不再是被丑化的对象 而是代表着善良 正直 勇敢 坚强  阿俊叫小艺不要乱来 小艺仍然选择咬牙跳上轮船 这一幕又体现了中国女性有独立思考能力 敢于追求想要的东西而不在乎他人的看法  影片画面绝美 巨型蒲公英 油菜花海浪 乐山大佛鲜花盛开  想象力十足  但是剧情还是太老套了 还和 雪怪大冒险 撞了题材 而且拍得还没 雪怪大冒险 有深度  剧情上唯一的亮点是小艺无意间发现明信片上的地方她全都去过了 才恍然大悟是大毛故意带她来的  PS 一部手机换一条船 这也太划算了吧 ,3
3 5星 梦工场动画虽然今非昔比 但底蕴还是有的 仍然生动有趣 故事就是 大黄蜂 的模式嘛 并无惊喜 但桥段设计 笑料趣味都是足料 最有趣当属梦工场赖以成名甘草角色设定 相较于偏传统的主角 配角都特别放得开 是亮点 最喜欢那条蛇 画面超赞 油菜花海浪那段简直美爆了 东方元素并没有东拼西凑 因为这次有东方梦工厂的协助 虽然冒险和风格偏于美式 但主要人设和氛围是我们熟悉,3
把雪人换成任意一种萌宠 感觉整个故事都没差 唯一优势大概是在汉化上足下了功夫吧 自从大女主风盛行后好莱坞多了好多软饭男角色2333,3
对中华文化的研究已经达到了炉火纯青的地步 景色优美如画 感情至真至纯 子枫的配音让我自动屏蔽了这部电影的缺点 可能在剧本上还有些欠缺 但至少做出了一部老少皆宜 全年龄段都适合观看的电影 ,4
因公看片 感觉被侮辱了 但不知道被谁和什么 是因为白人一向的东方主义 还是因为国人的谄媚迎合,2
上海首映 油菜花田那场戏太好看了 把明黄色的花海做成了海啸 奇幻生物大毛有点像 英雄联盟 里的巴德 很有灵性很蠢萌 另外就是电影的音乐非常用心 女主的小提琴主题曲旋律很有高扬感 搭配魔法元素就很心灵按摩 梦工厂继续造梦叭 ,5
这是一次童话般美妙的混搭 人物很迪士尼 环境又很中国风 国语配音风趣幽默 配角抢了小女主风头 整体轻松欢乐的故事线 很适合带孩子看  先给个四星推荐 怕你骄傲 低调攒人品  ,4
故事稍差了些 但动画制作仍然没得说 大毛哼唱起来的声音实在太动人了 而且这个动画对小朋友来说说不定还是小提琴入坑动画 小提琴演奏时乐山大佛开满鲜花以及因为魔法荡起的平地波浪带着地面上的油菜花田 实在是太美了 最惊叹的还是抓着变巨大的蒲公英飞翔那一段 想象力实在是太太太惊人了 ,4
超棒的动画片 影院里小孩子一片片的笑声 反应电影确实不错 影片中 星星虽然不经常看到 但是星星一直陪在我们陪在我们身边 就像家人一样  主人公在帮助大毛的过程中 不经意的实现了父亲带她旅游的梦想 让她逐渐意识到母亲与奶奶的爱 很值得推荐,4
导演和编剧肯定是没听过不识庐山真面目 只缘身在此山中的诗句 算了 动画片而已 不较真了 竹林深处很美 想去旅行啦,5
有几幕 魔法涌入大山大河 似乎能感受到风起星耀的畅达舒美 最值得称善的段落 也都在此 话说 中文版阿俊好几次开口 gaydar都会嗡一下 误  ,3
我和我的雪怪 一刻也不能分开,3
低幼向 合家欢 孩子应该会喜欢吧 好莱坞的技术 结合更多中国元素的植入 整体比如顺畅 剧情其实还是挺套路的 公路冒险片的路数 ,3
遇到困难 只要闭起眼睛哼支歌就有魔法帮你达成一切心愿呢 完全不用努力呢 这对孩子成长也太有帮助了呵呵 ,2
在澳洲看的 什么都不说了  五颗星   好想赶紧在环球影城玩到油菜花过山车    顺便想要点播一首 那些你很冒险的梦 我陪你去疯  ,5
中华美景望不尽 雪人带你赏神迹 蓝莓炸弹全场小朋友笑翻 陈飞宇的阿俊是个小惊喜 又帅又二 好多笑料做到了本土化 中美合拍的理想典范 在哪里 在哪里 在哪里见过你   ,4
我保护着你 答应一定会送你回到家  你治愈着我 给我拥有魔力的小提琴  关闭房间 以为没有人懂自己 其实家人和朋友一直守护着你  沿途冒险 学会逐渐打开心扉 懂得了家的温暖和朋友的珍贵  陪伴与成长 亲情与友情 东方梦工厂与美国梦工厂联合打造 讲述叛逆小女孩小艺和朋友一起送雪人大毛回珠峰的冒险故事 一部暖心动人的合家欢电影  雪人大毛形象酷似 驯龙高手 的无牙仔和 超能陆战队 的大白 不仅可爱暖萌 还拥有着魔力 十分令人讨喜  画风绚丽多彩 结合大量中国风景 简直美轮美奂 特别是油菜花海冲浪的视觉效果太赞了  整体上来说其实也谈不上有多好 但及格还是完全没问题的  PS 片中可爱的小蛇可谓抢戏不少 ,3
中式的皮 美式的核 大毛的父母太美丽了 有几段拉琴的片段美 ,3
雪人版攀登者 吴京费那么大劲 不如找大毛帮忙 ,4
我说这是国庆档最好看的一部 你敢信吗 东方梦工厂 那也是梦工厂 比年初的驯龙3强多了 光在想象力的画面呈现这块 就足以让人满意 故事内核陈旧了点 还是西方成长那套 不过要想开心一下 绝对没啥问题 ,4
挺惊喜的 公路片的构架 虽是旧瓶装新酒 但好在有创意 想象力充沛 非常美妙 这是一段带颜色的奇幻冒险 雪人的动作和意涵 应该融合了金刚和龙猫 雪人用自己的毛发修理好小提琴是画龙点睛的一笔 这个设计还得到了充分的利用 这也体现出了剧作的工整 就像最后的飞云鲤鱼意象 将影片的气韵又提了一下 如果故事不那么类型化 尽朝着想象力飞 是可以做成这个时代的 龙猫 的 ,4
朋友给了兑换券 本来不打算看了 因为和装修负责家具的人吵了一架 想着要去他们公司现场再吵 但是发了信息后对方也不回复 担心两小时的车程到了没人咋办 带着这样的心情我竟然看了部本身没啥期待的电影 看完说不上被电影治愈 心情变好 但也微微放松了点 大概也是因为在影院做一个多小时 平复了糟糕的心情  这短评跟电影没啥关系 纯粹一个记录  ,3
在响起fix you之后整部电影就从中国风景宣传片一路向北哭的我哗啦哗啦的 全片剧情简单直接 everest超级可爱 读万卷书同时我们行万里路吧 and also may the kids never grow old  3,4
李肉丸有天放学回来问我 为什么她的头发是黑色的 她羡慕她一同学的头发是blonde的 我当时就很认真的跟她说 我觉得blonde的的确不错 不过我觉得黑色的头发更好看 总之 能在大屏幕上看到这么一个黑头发的 勇敢 独立的中国女孩 对我们而言太重要了 更何况还有那些让我魂牵梦绕的美丽景色 ,5
雪白无暇 长毛绒绒 哨牙大口 眼神纯真无邪的可爱大雪人     原汁原味的中国味道 连续两年在同一时间上映了雪人题材的动画片 可以说和 雪怪大冒险 异曲同工 竞相争鸣 千岛湖 长江 西北戈壁 乐山大佛 喜马拉雅山脉  遍历中华大好河山 蓝莓炸弹 油菜花海浪 蒲公英降落伞 瑰丽奇异的魔法 令人惊叹得难以置信 富二代阿俊好帅    超级喜欢     虽然一开始超级自恋而且有点讨人厌 香蕉姐的英音模仿得太有腔调 唯一美中不足是反派被洗白得太快太生硬了  ,4
真国庆献礼电影 景色太美了 情节推动也不尬 虽然也没啥出彩之处就是了 谁能告诉我近两年为啥接二连三地上雪人电影 是学术界有啥新发现了吗 另外我才发现女二是香蕉姐配的 ,4
中国的故事背景配上国语版  太本地化了 ,4
因為沒抱什麼期待 所以也算不上什麼失望 可是老外寫中國人的故事就是不接地氣 而且整個故事也偏低齡化 一直沒有能夠真正觸動到我 技術層面來說 明明有很精緻的細節 比如毛髮 比如花海 但是人類皮膚的僵硬感是怎麼回事啊 ,2
恩 梦工厂又有一个新系列来圈钱了  乖乖掏出钱包 ,4
Hoyts会员卡的积分可以免费兑换一张电影票 最近又没什么想看的 所以就看了它  总之感觉还行 这一次的中国元素接地气多了 可能是东方梦工厂出品有关吧 可是还是有一种隔着玻璃盒子在看的感觉 总之我还是感觉这是西方人眼中的中国 只是比以前更了解了一些  另外 我不喜欢这个剧本 但是坐在我前面的这个小鬼佬看上去倒是很喜欢 笑的挺开心 电影散场了还兴奋地跑了好几圈 ,3
副标题可以是跟着明信片旅行 乐山大佛是全片的高光时刻 用这种老外的叙事模式讲中国故事还是不行 即便所有元素都用中国的还是不可以 不过傲娇人设真是放在哪里都不过时啊  适合小学生看,3
东方梦工厂出品 就类似 功夫熊猫3 是纯美国制造的国产动画片 故事很简单 三个小屁孩把雪人从城里送回珠穆朗玛雪山 一路上经过沙漠戈壁  滩又经过江南水乡 还有油菜花海 乐山大佛等标志性的中国景点 这里面可以看到西方创作者的猎奇目光 东方主义   问题是 这些地理位置 得横跨多广阔的  地域啊 这也是影片存在的问题  所有困难的解决都是靠雪人驾驭自然的超能力 戏剧张力就显得很羸弱了 就像主角们穿短衣短裤在雪山里居然都不会冷 反派们  一脱下大衣就冻得哆嗦一样 因此 这是部仅仅适合小孩子观看的低龄动画片 虽然有一只类似 大白 的 大毛 暖萌角色   ,2
有点低幼 不管什么动物到了这种动画电影里都是狗的属性 别去思考它的低幼逻辑 看看卡通版的中国风光还是挺养眼的 ,2
