comments,star
本以为是黑马 没想到这才是国庆档最 讨巧 的电影 当看到陈可辛 许宏宇大概就能猜到风格会是轻喜剧 快节奏 只是这次口号喊得更加响亮 但创业艰辛的展现以及人物性格的成长远不如 中国合伙人  成功原来是如此的理想主义 这不就是在给年轻人喂鸡汤吗 尤其是从李佳琦出场后关于成功的展现 也因为前期的完成度不足而变得只剩 燃  但没有 魂  当然这也不能怪创作者 影片本身的属性限制了他们的发挥 从某种程度上来说 把它当成 我和我的家乡 中发挥比较平稳的一个单元就好了 不用期待过高 三位主演表现的都很夸张和用力 ,3
彭昱畅与尹昉抢刘昊然最后发现三个人在一起更好的擦边腐故事 摄影与剪辑养眼俏皮 烘得前面新鲜有趣 但从中段成功开始故事就跟特效一样浮 起鸡皮的口号甚至都觉得要为难乡民了 电影非常 讨好  塑料一样的成功学结合所谓大势 越理想化越功利浮躁 全片能被感动到的地方 还是老婆婆在 回忆 以前的集市 还有失去的丈夫 但情绪马上会被支付宝冲散 ,3
看的我想在影院鼓掌 能把一个很容易拍的无聊的素材拍的妙趣横生 甚至还和陈可辛一起自黑了一把 中国合伙人  许宏宇证明 喜欢你 并非出道即巅峰,5
土气扶贫题材本身不够吸引人是一 节奏零碎是二 演员演技一般是三 图个搞笑看一看就算了  演技 彭昱畅   刘昊然 尹昉 刘昊然演技这么久都没进步我也是没想到,3
太成功 太纯洁 太正了 一个香港导演乐此不疲地带着团队在内地拍满分高考作文 我觉得金像金马金鸡都不足以评价陈可辛的成就 必须100000个高中校长联名送锦旗才行,3
是那种玩出来的电影 因为整个拍摄过程确实比较仓促 会有不少小遗憾 故事也会太顺了 好在一群年轻人的状态很好 大家玩的都非常尽兴 能在影片中感受到他们更自由的状态 属于比较轻松的一个片子 ,3
很规整 没惊喜也不算差 笑点和高光基本都被彭昱畅承包 漫画和特效的呈现方式我实在get不到 ,3
家乡和姜子牙满座 阴差阳错看了这部的点映 彭彭算是整部的亮点 继夺冠之后持续get到彭彭身上的黄渤气质 昊然弟弟油腻的感觉是怎么回事 希望是昊然弟弟演出来的 ,3
低配版 中国合伙人  角色有趣演得也好 看上去很励志但细品后发现成功还是靠 外挂  没办法 命题作文底子只能这样了 说不好听的就是口号嘹亮 纸上谈兵 但许宏宇是真的厉害 就这么一个故事给拍得有滋有味 用最擅长的剪辑把气氛哄起来 把节奏调的飞快 掩饰故事先天不足 会飞的猪与 喜欢你 里的会说话的河豚简直异曲同工 PS 靠改变种植扭转生活 墨西哥玉米农告诉各位 这条路他们30年前就走过了 您猜最后怎么着 ,3
虽然最后一帮返乡快递员自报家门让我有一丢丢感动 但瞬间魂穿 八佰 的撞梗还是让我立刻清醒过来  彭昱畅真的很适合演外表嘻嘻哈哈 但内心还要藏事的角色 是不错的 ,3
就像高考的高分作文 很会解析命题 并找到一个免俗的突破口 把送快递从送到快递变成送出快递 格局一下就以小博大了 ,4
前半段真棒 笑料大多都是镜头和剪辑带出来的 这才是喜剧电影的正常水平呀 单是那段恐怖段落就值得称赞 而且这片没有为了歌颂政策而设计一堆工具人 是真的在讲人和家乡  我爱彭昱畅 ,3
观感用一个词形容就是 神清气爽  表层的设定是电商 咖啡 农村物流大集合 往下挖是年轻人的创业故事 再往下是城镇与乡土 当代与传统的激烈碰撞 编剧和导演很好地平衡了这几种方向的角力 许宏宇还是那么鬼灵精怪 延续了 喜欢你 的拍摄手法 用幻想包裹着的云南乡土被拍得流光溢彩 而这次的幻想除了大张旗鼓的那类外 也多了一些温情的小心思 比如尹昉看到椅子上并不存在的父亲那一幕 是朴素却又动情的一个 镜头魔法  电影最后其实没有在 城与乡 之间做出对立式的选择 它的价值观是流动的 硬要说的话 就是无论选择在哪里生活 都要选择自我认定的道路 ,4
看完点映 一个感觉 指不定这就是国庆档黑马 青春 热血 导演这次放的很开 杂糅了青春 喜剧 惊悚等多种类型 配方独特 既轻松愉快 又回味无穷  尤其那句 我们常常在正确的事与容易的事情之间做选择  更让人印象深刻 大城市固然有很多便利 可家乡广阔天地同样大有作为 在这一主线之下 三位年轻人的励志故事也颇有时代气息 以及各有特色的三位主演 彭昱畅的积极乐观与初心不变 刘昊然的梦想破灭与重燃 尹昉的执拗与坚持 于此同时 英文名coffee or tea还展现了变革与创新 传统与现代 父辈与当代青年两代人之间的碰撞与和解 ,4
 刘昊然 你到底囤了多少电影 看到预告时 在这片子条目下留下了这么句话 当时是欣喜的 谁不想能在银幕上多看到自己墙头的面孔 但在我和我的家乡就意识到没必要 拜托多接点扎实的片子吧 有点挑剧本的眼光吧 扔到老戏骨堆中磨炼去吧 别接男主戏了 多少年了演技想不想提升了   回归正题  很普通的故事 但作为喜剧 笑点却大多拙劣 还有本该用来映射现实的梦境部分 然因5毛特效褪去了升华效果不说 反而显得片子很没有诚意 胜在立意吧 鼓励年轻人回村创业 脱困扶贫 顺带宣传了一波中国云南的咖啡 若是能让观众对咖啡产地和咖啡质量有所改观 不再执着于进口 也算功德一件 ,3
许宏宇又年轻又懂观众 才华横溢 为这样主动拥抱年轻人 平视观众的导演 值得多一星鼓励 看起来是笑语欢声 内在都是对自己的诘问 魏晋北 彭秀兵 李邵群 都是 我  远山树林到底是什么味道 应该没有答案 但是我喜欢这一句  流水不争先 争的是滔滔不绝 ,5
这是一部有远山树林的味道的电影 OMG 去二刷  流水不争先 争的是滔滔不绝  寄言燕雀莫相唣 自有云霄万里高  好好学习 天天向上 ,5
 这部片子本来也没报多大希望去看 结果发现里面慢慢都是惊喜 里面梗太多了 电影院里经常传出笑声 连我旁边的小哥电影放完了 脸上都挂着笑容 而且还恋恋不舍的散场 导演许宏宇是很厉害的人 拍的这么有意思 三个演员演技都很厉害 刘昊然呢 一改往日阳光少年的形象 变得又颓又丧 那场吵架的戏 咬字清晰 表情到位 彭彭呢 哭戏不错 挺适合憨憨形象 尹昉呢 最后和爸爸那场戏真的不错 ,5
阿里出的毒鸡汤 携带私货  在下沉市场里要是不标明聚划算 我还以为是拼多多的宣传片 ,1
无功无过 但是被吹的有点过了 节奏很快但是快得有点尴尬 六元怎么感觉演什么都是秦风 就那样吧 ,2
看完只想说导演许宏宇未来太可期了 对类型的糅合 叙事的节奏感 喜剧的创新意识 秒杀多数国产导演 更难能可贵的是 在这样一个回家为主题的命题作文下 能达到这个完成度 真的是超出预期 电影里最打动我的一句台词  我们常常在正确的事与容易的事情之间做选择    PS 个人觉得没有必要过分放大结尾的正能量或主旋律 懂的人都懂 反而更应该鼓励导演在有限条件下的创新意识 真的太爱导演的节奏感了 ,4
喜欢 一点就到家 这个故事 把年轻人创业 电商 带货这些时下热门元素运用得很到位 把青春励志片的激情热血 喜剧片的轻松诙谐实现了有机结合 做到与时俱进 作为云南人 要强烈推荐影片 普洱市澜沧县的景迈山古茶区 这里既有最好的咖啡原料 也有最好的普洱茶 古茶山 古寨子风光旖旎 云雾缭绕 拉祜族能歌善舞 热情好客 去景迈山的安静民宿里待上一段时间 简直就是一个洗涤心灵之旅 许宏宇会拍 拍人 拍景 拍出了真正的美 ,4
搞不好就是国庆档一匹 黑马  三个不同性格 不同职业的年轻人为解决个人困境因缘际会来到千年古寨 开始一段疯狂而奇特的创业史 在经历诸多意想不到的矛盾和误会后 最终成功 搭载电商 物流等时兴话题 嵌入城乡 邻里 父子等矛盾 生动呈现出现今乡村发生的变化 前半程闹腾的喜剧模式自然滑入抒情片段 最后进行升华 有欢笑 也有感动 梦想路上续前行 ,4
怎么说呢 我觉得一开始的设定是挺好的 后面跑的太偏 太过于出戏 为昊然而来吧,4
许宏宇 陈光荣的组合就这样浪费了 浮夸抛弃了剧本的本质 有想法没能力 不过许的镜头还是可以的 ,2
