comments,star
映后交流会 导演来了 乔杉来了 可我脑海中始终是赵薇 现在的她 在电影里沧桑而且美 台词念白的口气也非常让我喜欢和感到舒服 时光也会厚赠一个女演员 ,3
2 5星 演员撑起来的作品 本身乏善可陈 被绑的身心 伪装的身段 扮演他人 对过去忏悔与自我救赎 立意鲜明 但叙事拖沓 角色动机不足 很简单的那种心灵鸡汤 导演有些想法 但能力有限 在前作 命运速递 里就能体现 所以只能把话语权交给演员 电影有多么平庸 演员就有多么精彩 哪怕看葛大爷和乔保健聊天 看赵薇念白 也是亮点 ,3
有幸参加超前观影会 说实话 除了失望还是失望 尬演 尬聊 尬笑 今年第三部类似影片 ,2
每个人都会唱 两只老虎  但多少人看到了它的残酷 人活于世 最终都是和另外一个个人的碰撞 无论是爱情 友情 亲情 你看到的是两只老虎欢快地追逐 看不到的是每一只老虎都有伤口 你看到的是两只老虎互相成全 看不到的是每一只老虎都在负重前行   大千世界 多的是赵薇的又爱又恨 多的是范伟的我不怪你 多的是葛优 父亲 的生无可恋  所以彭磊才会唱 假如生活欺骗了你 因为 唱起这首童谣 你想到的总是跑得快的两只老虎 却从来不在意他们一只没有尾巴 一只没有耳朵   如果要说电影的缺点 那就是看到了太多其他电影的影子 无论是 无名之辈 还是 遗愿清单 甚至是 绿皮书   三星的电影 女神赵薇加一星 虽然还未送审 却忍不住期待 没有别的爱  ,4
青年导演身份与社会老灵魂的有趣碰撞  年轻时有了一百万就想有两百万 有了两百万就想有一千万 有了一千万就想有一个亿 后来你会发现 不是所有事情都能用钱解决  片中的葛大爷和乔杉 就像同一个人的两个不同人生阶段 他绑架自己 剖析自己 逼迫自己去解决那些钱解决不了的问题 什么问题是钱解决不了的呢 比如冲动的爱恋 道德的负疚 生命的突逝 想起葛大爷那句四十岁才有起色 不知 大器晚成 的青年导演李非是否融入了个人心路历程 特别喜欢范伟老师那段 幽默又心酸 像葛优和范伟这样的戏骨 真是能为剧本再添一份彩 这是一个 公民张成功 的故事 两只老虎是他心底的玫瑰花蕾 葛大爷穿西装太帅了 他是这部电影的灵魂人物 完全不必羞于领衔主演的名号 开头剪辑节奏还可以再好一点 越往后越好看 ,4
3星 这种阵容弄出这种鬼东西 1  摆渡人 之于梁朝伟大抵就是本片之于葛优 2 当年的四小花旦中 如果说周迅是骨子里灵气散尽 那赵薇就是眼神中灵气散尽 3 剧本充满经不起推敲的主线和偶尔大明宫词一样文绉绉的台词 全线崩盘 话剧感极重 为了一个刻意的谜底揭晓 尬铺90分钟 4 唯二的亮点 范伟撑起全场的演技和葛优按摩床下的一串眼泪 5 你以为是喜剧 其实人家是文艺片 这种最可怕 ,3
感觉看了一个 这就是演员之巅峰对决 大电影 段落拼贴段落 ,2
赵薇范伟闫妮三个小片段其实都挺好的 但加在一起就变成了一个莫名其妙的电影 人物动机诡异 电影风格诡异 总之很奇怪 但是赵薇天台上那段长镜头真是太好看了 啊我的薇薇为什么不演文艺片呢 ,3
很作 不是黑色幽默的风格 只是在刻意向这个方向靠 几乎没有什么戏 全部都是段子拼接起来 看起来完成爱情亲情友情的救赎 实际上都很空 感觉导演还局限在写台词里 影像表达很差 浪费这么多好演员 ,3
剧本设计的真巧妙 似非而是 松弛略过到最后抓了回来 又大胆埋进去了说的不得时期的故事 葛大爷的淡 乔杉的喜 赵薇的怨 佟掌柜的媚 编制出了一场人生走马灯 别家喜剧都是满满包袱和淡淡忧伤 这一部却是满满的忧伤 和自己和解真是一件需要勇气的事情 ,4
泳池可以没有水 老虎可以没有尾 但坠落的悬崖不能没有水 扮虎的花猫不能没有心 被爱情刺伤的时候 我能转世成风雨飘摇 却忘不掉一段孽缘 被金钱绑架的时候 我得到的越多 却亏欠的越多 被生活欺骗的时候 我以为能过则过 却始终被往事所累 我放弃了眼睛耳朵尾巴 再没能变作一只成功的老虎 ,2
结构架的好 节奏也就跟着比较流畅 荒诞现实主义 更多的是本子还不错 导演能力有限 但架不住演员好啊 ,3
锅里总比碗里香 可人生又不过一场空 空到头来 才好承认自己有那么一点点实在的情感 被埋在如梭日月前的土层 怪就怪这些年加速地赶 本真的情感早被抛诸脑后 张成功面对的绑匪是余凯旋 更是自我 当富贵荣华显得一贫如洗 那无尽虚空早已化作身上结节 目盲却不盲目的人看得透 曾经心盲的人痛到极致也出不了声 葛优与范伟这段不言而喻最好 几十年不敢细想的恩怨全落到隐喻上 一哭一笑间 心结化于无形 三星半 ,4
预期不高 实际看完觉得还挺有趣 能看到这是一个不错的剧本 李非发挥了自己作为编剧的专长 表面上是一个黑色喜剧 实际是一则温暖小品 很多台词和埋的伏笔能看出花了心思 不过第二部作品突然驾驭这么大的阵仗还是有些不成熟 需要继续磨炼 最喜欢的是范伟部分 时间不长但能够直接戳中人心中最柔软的地方 范伟说是李非台词写得好 但我想说两位大爷的表演绝对是锦上添花 二人的表演已经到了无需过多的肢体动作 只靠台词和神态就能引发观众情感共鸣的高境界 虽然他们没有交谈一句 却胜过千言万语 其中深意供大家自行品味 整部电影也是这样 不同人看可能会有不同的体会与解读 这样的属性注定它不会像爆笑喜剧一样有一边倒的好评或差评 但绝对有值得讨论的空间 ,3
新导演 老演员 葛优真的好棒啊   居然让电影呈现出一种既熟悉又全新的好看  而且新导演难得不用力 懂克制 虽然是喜剧片 但搞笑不夸张 不乱洒狗血 不网络用语 不低俗段子  好笑都是一种日常的好笑 有情节感的好笑 包裹在故事里的好笑 有抒情 也是点到即止的温情 这年头 懂得见好就收的人都值得珍惜 ,4
看开心了 赵薇戏好的 闫妮很杀 两只老虎这歌的发散使用和成为电影挺绝 是个好idea并且成了 单纯快乐好笑的表面还有点小动人的想像空间 葛大爷这史波克发型也是我想要的哈哈 镇静点儿 LLAP  ,4
严重怀疑这个导演作弊 葛优 乔杉 范伟 闫妮 这四个人随便站着说一个半小时都是一台戏啊 这么烂的剧情 全靠这几个人了 ,3
假如电影欺骗了你 想大喊一声还我票钱 俩编剧名字加一起组个 悲 字 可完全在片中看不到对于角色的悲悯关切 还不如上部处女作呢  ,2
看完了 两只老虎  这是一部悲剧内核的喜剧 也是变格的公路片 乔杉绑架了葛优 葛优说让他帮忙完成三件事就给赎金 起初这种小品段子式的串联会让人感觉有点零散 但是悬念留到了最后 人们才会恍然大悟他的用意 一个男人在功成名就后的自我救赎与忏悔昭然若揭 就像导演说的 他想要表达一种 放下 的生活态度 不过 影片的喜剧氛围还是偏弱了些 尤其越到后面越感伤 ,4
笑得很放松 李非的高级喜剧 看到最后有泪点 身边有人哭到不行 导演真的是有过经历的人 老战友说给老战友的话 以及成功写给凯旋的信 眼睛马上酸了 每个字都能找到有故事的灵魂 台词太好了 都不容易 能不能轻松点 准确解释了好的陪伴不是轻浮是轻松 美术很显性 摄影和剪辑也玩得很开心 大疆的航拍不错 这种类似 遗愿清单 的  还愿天使 的故事 本土化得不错 刮目相看了 值得鼓励 适合在影院看 不太懂为什么一个商业喜剧片被那么多人看得那么复杂 在我眼中这部影片拍得很用心 是精致的商业喜剧不庸俗的那种啊 而且很舒心 没觉得有那么多乌烟瘴气 ,4
生活欺骗我就算了 你们还写短评打高分骗我 我了解写枪稿赚钱快 可讽刺的是这部电影讲的是 有的事 再缺钱也不能干 ,2
虽然有一些明显的缺点和不足 但是这个看似简单的故事却是能够打动我的 它试图去表现生活和事物的种种两面性  绑架的人 可能是被绑架的一方 一眼就能看破的谎言 可能是发自内心的肺腑之言 扇人耳光和被人扇耳光 可能都带着同样的迷茫与困惑 目盲的人 可能看得比明眼人更清楚 看似身份天差地别的张成功和余凯旋 其实也可能就是同一个人 这个人 是陷在世俗功利里难以自拔的普通人 他得不时回望和自省 才能找到那个真正的自己 ,4
也是真的能笑得出来 佩服 如果是真心觉得这是真诚的 并认同 于是以任何方式投入或参与了 那我觉得好可怕 就单论创作 导演没有爱的能力 不关心人 经历不足 那也得有起码的想象力来编剧,1
低于预期 很失望 与走出影院的观众聊这个电影 共同的观点是为治愈而治愈 喜剧成了硬生生对着观众抓痒痒 赵薇自从被中央电视台点名批评在股市上违法圈钱后 在艺术上不够专注了 利欲熏心 已经不够纯粹了 ,1
