comments,star
如果你也是个影迷 一定会感动的 这就是给影迷的礼物 我爱死 好莱坞往事 了     果然不能剧透 虽然有预感 但没想到  最后真是止不住眼泪 昆汀又一次 嗯 又一次 这就是我爱电影的原因啊 小李演技很不错 皮特超硬汉 玛格特罗比超可爱 这里仍有昆汀对电影 对暴力 以及对美足的热爱 昆汀继续牛逼 爱死这片了 哭了  ,5
4 5 终于看到了一个在情绪构成上彻底逆反好莱坞的昆汀 为什么皮特爬上房顶要搭配放唱片和大背挎李小龙的闪回 为什么小李在和主角闲聊的过程中要插播B片片段 塔特走进影院看自己的片就是为了秀美腿么 当皮特真的发现活乔治躺在床上的时候 是不是所谓危机叙事和悬念心理就垮塌了 看上去它是B片桥段大杂烩 但昆汀在处理时故意将连贯的动作反应锁链扭向断裂 影片并没因为观众期待心理的落空而平庸 相反升腾起一股碎玻璃无序拼凑反射而形成的交叉闪烁光芒 最后三十分钟才好看的说法其实是对它的差评 它从一开始就是精彩绝伦的时代氛围情绪追忆 把波兰斯基和李小龙都刻画成绝世大傻冒更是对那个美国梦大爆发的世俗名利场的精彩点缀 一切都是庸俗又华丽的梦幻大卖场上的畅销货而已 而昆汀用温柔又感伤的喜剧笔触刻画了这个浮华的人肉市场 ,4
导演对李小龙有偏见吗 把他塑造成这样,2
大概是一部对影迷有着极高知识储备要求的电影 的确堪比泛影史意义上的终极之战 备考不足如我 仅看最后三十分钟也是酣畅淋漓的 就是前面梗若接不住大概就会酿成不少尿点 以及直觉上李小龙段落反而在内地或有风险 ,4
一如既往有让人非常不舒服的种族和性别问题 昆汀跟波兰斯基关系很好吧 这意淫都让人有点感动了 但是他跟李小龙到底什么仇什么怨 那满满的恶意都要溢出来了 ,3
看到最后半小时才确定 这仍然是我们最熟悉的那个狂想天才昆汀 在酣畅淋漓之下铺一层温柔的底色 也难怪他要防剧透 小李和皮特这对片中好基友都很可爱 带着我们像孩子一样游历在1969那个放荡无序 礼崩乐坏 焦虑又美好的年代 很多梗 很多美足 很多老朋友 很出彩的表演 期待能被热烈讨论的那一天 可能会稍有点影迷门槛 小李癫狂可爱依旧 皮特让我又找回了初中对他心动的感觉 ,4
假如曼森杀人案没有成功 莎朗 塔特没有遇难 波兰斯基没有性侵幼女 没有四十年如一日的逃亡生涯 而是和妻子 孩子共享天伦之乐  假如瑞克结识波兰斯基 千里马遇伯乐 迎来事业第二春  假如瑞克不再经济窘迫 也没有解雇克里夫  假如   世上没有假如 但是昆汀给了我们另一种答案  用瑞克和克里夫的经历纪念曾经还没有被商业侵蚀的好莱坞  用迷影瞬间 致敬桥段作为写给电影的情书 献给影迷的礼物  用颠覆现实的故事给曼森家族迎面重击 报杀人之仇  昆汀用电影改写历史 转悲剧为喜剧 为我们展现了一个和记忆中不一样的1969年  不再追求血浆四溅 残肢断臂 取而代之的是浓浓诗意 屡屡柔情  不再追求暴力 取而代之的是发生在平行时空的美好童话  以虚幻的故事抚慰现实的伤疤 以怀旧的镜头追忆往昔的岁月 这就是电影的力量 ,4
光怪陆离下的苍凉质感 这就是我对电影的热爱 ,4
无聊透顶 本以为我这种老片迷会喜欢 谁知是一出废戏 烂梗多多的肥皂剧 和 无耻混蛋 一样重改历史 夸大意淫 花一半时间字面意义上戏谑 模仿好莱坞1969新旧交替的时代 所有的迷影 情怀梗都是蜻蜓点水 浪费情怀 结尾15分钟不就是血浆让你嗨了一下吗 对剧情和结尾的意义大吗 李小龙的戏份则完全没有存在的理由 只与莎朗 塔特看 勇破迷魂阵 时的 闪回 挂了个钩  没任何叙事目的 只为让克里夫显得强硬 让李看起来是个好斗的大嘴巴 完全是在消费逝者 ,2
布拉德皮特开车能看路吗,3
当向往六十年代好莱坞时会想到什么 喧闹快节奏的宣传片 盛大的明星访谈 这便是影片的开头 当然还有生机勃勃的美国精神 永动的趴体 镁光灯 车载广播声 旋转的留声机 名利场和人情交往  在昆汀眼中 光怪陆离的好莱坞如西部那般广袤 包容 表面上人性苍凉 内里有复杂的情感交织 每个人都可以追逐电影梦想 昆汀用迷影梗 用怀有电影梦的明星和他替身司机的故事 拼凑出和西部片质感和西部精神相通的好莱坞旧梦 讲这样一个 拍西部片 的故事 他像是借着缅怀过去 对好莱坞的现状表达不满 像是带着不收敛的情绪喊  这些才是好莱坞啊 你们这些恶魔究竟想搞什么   如果影片极致 背后的导演就会愈发理智 如果导演情绪化 那影片大多也没那么极致了 3 8,4
这就是昆汀写给好莱坞的情书 真的没有想到会这么温柔 ,4
前面是你没见过的昆汀 后面是你见过的昆汀 ,4
很平铺直叙的无聊故事 演技确实爆棚  还有为什么非要丑化李小龙 亚洲男人在美国还不够惨吗 ,3
说了不让剧透就改下点评 免得胡思乱想 这是一部前两个小时让你觉得云里雾里 最后40分钟完全blow your mind的电影 昆汀太好了 调度太好了 小李的演技太好了 皮特的表演节奏也真他妈太屌了 ,5
还是一如既往地富有昆汀特色 暴力 情色 犯罪 荒诞的历史 无处不在的冷幽默 加州的艳阳与小镇让人印象深刻 各种元素杂糅在一起 紧凑而不散乱 娱乐性与艺术表达拿捏的很准 可以看得出昆汀的突破及野心 有惊喜 也有传承 小李子和皮特似乎挺适合这种角色 两个人合作也比较默契 凭着大卡司的光环 首映场自然是座无虚席 ,5
昆汀电影里一贯的成吨的血浆没有了 无穷无尽的暴力没有了 源源不断的话痨也没有了 这让电影显得冗长且无聊 只有恋足癖和最后半小时的高潮能挽回颜面 小李子的表演依然不懂得节制 各种用力过猛 劲儿劲儿的 皮特虽然耍帅 但也只是耍帅而已 和李小龙的那段耍帅更是觉得有失偏颇 所谓的迷影情节 因为全程被割裂 最后被 嫁接 进来的感觉很违和 吹得有点过了 这不是昆汀最好的作品 ,3
自恋 无聊 破碎 一厢情愿的情怀和审美疲劳的昆丁元素 最要命的 还是故事讲得烂 不是看小李子演的那么卖力 零星都不给的 ,2
昆汀的电影和他本人一样 很容易就沉浸在自己的世界里出不来 旁人很容易陷入迷惑 不知道他为什么在一个虐杀案故事前花那么多时间去讲看似无关痛痒的60年代末电影明星朝电视发展的阵痛 或者像赌博似的去意大利跟鸡同鸭讲的外国人拍通心粉西部片 要求每个观众都像他这样如痴如醉地沉迷电影 似乎是件奢侈的事 但昆汀是那么的对史料 八卦 明星 好莱坞的点点滴滴信手拈来 他就像一个永远都挖不尽的宝藏资料库 把自己的一辈子都和电影连在一起 并有着很强的诉说欲 这样的感情基础下 这部好莱坞往事不会让人产生距离感  大师感  融进了自己童年回忆之后 还确实有些总结篇的味道  昆汀把自己对好莱坞的爱 和对小李和皮特的爱 看完本片谁还会不爱他们俩呢    都放在这部电影里了,4
这不是李小龙 整部片子只能看到昆汀的傲慢和无礼,1
几乎融合了昆汀之前所有的元素 暴力 话痨 冷幽默 足控 迷影情节等等 男性荷尔蒙一刻不停喷涌而出 全片无尿点 唯一的缺点就是空调太冷把我从梦里冻醒了 害我没梦完,5
大失所望 超闷超无聊 甚至看到睡着 最后那场谋杀戏才勉强找回点昆汀的感觉 李小龙的戏份非常offensive 扣一星 但是我不懂 昆汀不是李小龙的粉丝吗 这么恶意满满是为什么 ,2
 Cannes2019 23rd film  前两个小时是好莱坞往事 后半个小时是好莱坞狂想 真的没想到昆汀会以这种天才的方式处理曼森家族事件 确实是不能剧透的惊喜 但是前两个小时的铺垫 太漫长 和最后半小时也太割裂了 ,4
裤子都脱了就给我看这个,3
昆汀的疯狂意淫 可能也是好莱坞的疯狂意淫 看完恶心的差点吐出来,1
形散神不散 片名即所得 既看到了暴力 也感到了温柔 昆汀把镜头拉回60年代末的西部片片场 以近乎1 1的比例还原好莱坞的台前幕后与日常 喋喋不休的怀旧是血浆四射的前奏 暴力才能改写往事不堪回首 看到结局竟然有些感动了 不知道波兰斯基会怎么想 小李子和皮特各带万丈气场 基情四射好莱坞啊 ,4
侮辱李小龙 话说我一直对昆丁印象不好 女演员被性侵向他求助不仅熟视无睹还骂人不知好歹 ,1
原来昆汀也这个屌样,1
