comments,star
吴彦祖和王千源就是在这个澡堂肉搏的吧,2
真的特好 不是豆瓣评分那种好,3
2 5星 别的不说 我主骂金世佳 表演理念一套又一套 演出来的戏狗屁不是 我从他辞演 爱情公寓 开始关注 接着上 日谈公园 开始讲自己学表演 对表演的看法 自我修行等故事 讲真 聊得很不错 基于这个想法我就多关注了一些他的作品 结果失望透顶  吃吃的爱 可怕  深夜食堂 那么可怕的戏 居然是他的部分更可怕一些  摩天大楼 毫无记忆点  河神2 和 二十不惑 生硬 到了 沐浴之王  居然还是他的部分最可怕 完全是在靠刻板印象演一个反派 龇牙咧嘴 扯领带 表情狰狞 我觉得可能刚接触表演的学生才会这么诠释角色吧 你金世佳一个在日本学过表演 精通表演理念 做了这么多年演员的人就这么演 人淡如菊 老艺术家人设艹得飞起 结果就这 就这 学学你的好朋友王传君吧 人家也清高 但人家的能力跟得上 ,3
笑果不错的 整体依然是大家喜闻乐见的周星驰故事风格 能看出易小星的敬意 乔杉近几年最佳表现 带动全场 苇青奶奶和 药神 一样又留下全场泪点 兄弟情部分拍的真好呀 能在这个冬天感受到了难得的暖意 ,4
毫无新意 转折过于生硬 都快2021年了 没想到还能在院线看到玩失忆梗的 最后齐喊 兄弟 真的尬死我了 属于看完就忘的电影 ,2
7 10刚开始看的时候觉得 这也太假了吧 再看 这发展也太故事了吧 再看 好好笑啊 大保健男神太逗了 再看 怎么还有点感动   我很在意的一个点是以现实小人物为基础的荒诞喜剧 有点太不真实了 各种发展都挺假的 很难想象这种东西在现实发生 所以如果去通过夸张故事来达到效果就不是很舒服  驴得水  追凶者也 就是很好的荒诞现实喜剧的典范 在保证真实情况下去做喜剧 就舒服多了   当然 如果说太较真去想可不可能那就有点太没意思了 本身就是个喜剧 开心就好了 再说本身故事虽说老套但也完整 一些小细节也很到位 最重要的是彭彭和乔杉的魅力为影片增色不少 ,4
彭彭贡献了美好肉体 有笑点有泪点 但故事和剧本一眼望到头 编剧痕迹很重 奶奶就是用来煽情 表哥就是用来背叛 该出现的时候就突然出现 不出现的时候就完全消失 全员工具人 笑点泪点都很刻意 低级廉价但好用 乔杉适合舞台 镜头前的表演太伤电影感 ,3
三星半 出乎意料的完成度 沐浴文化题材新颖 最后比赛桥段确实很 食神  笑果和泪点都有 乔杉更是演了回正宗的 大保健  彭彭演技也很自然 当然 片中一些夸张的成为确实有点出戏 最后 音乐好评 火箭男孩什么鬼啊哈哈哈 我爱南征北战 ,4
框架是套路化的 就是你一眼就能望到故事的脉络走向 有一些港片的元素 比如 吉星拱照  但糅得合拍 笑点 泪点分摊均匀 其中关于搓澡文化博大精深的对白和妙语写得精巧 很适合乔杉发挥 他的节奏韵律拿捏的太好 剧作上的欠妥之处是重拾记忆的一霎那转的较硬 亲哥反派比较脸谱化 少了一点人情 这样使得两条兄弟线中 反派那一条在结尾就没有那么有凝聚力 另外 喜欢张渔的片头设计 一看就是她的画风 ,3
三星半 因为是自己拍的 所以扣半颗星自勉吧 喜剧很难做 在这儿也不太受待见 但观众的笑声 会支持我继续做下去 另外说一下 最后的大赛致敬的不是周星驰食神 而是我另一个偶像周杰伦的不能说的秘密的斗琴段落 他致敬的是海上钢琴师 我致敬的是我的青春 ,3
已经烂到我懒得去分析什么了 剧情上不合理的硬伤我们就且放过 所有人物动机心情神转换 不是爱你就是恨你 喜剧也不是拿大家当傻子好吗 ,3
以为是烂片 然而并不是 算是一部有参考食神和绝世高手结构的搞笑闹剧 虽然很不喜欢后面加入的煽情部分 但不少笑点还真挺好笑 妹妹花痴眼滤镜看彭彭肉体 法国人   起哄梗这些都超好笑的而且他的伏笔还挺多的 虽然不算是有深度的伏笔 但看上去剧本还是挺认真的 ,3
有一说一 本煜老师这身肌肉练得太秀色可餐了 锤锤又变帅了  虽然百分之八十的笑点都能猜的到 但是演员很到位啊 美术也可以  周末去电影院看看笑笑也挺好的  最后如果再说一句的话 那就是 柯达我爱你    ,4
