comments,star
我在这里敬告每一位人父人母 先放手的人 没资格说舍不得,4
申哥和光洙都演的太好了   光洙欧巴一个人 晚上在已经被拆迁的责任之家哭 看得我真是难受的要死 申哥独自 驾驶 轮椅赶去光洙的比赛现场   弱小的人互相帮助才能活下去阿 我们还有什么理由不好好活呢   ,5
相对于海洋天堂 我更想给这部打五星 世河甚至不是一个完美人设 龟毛算计 也没有对东九多温柔 但都足够真切才更容易赚取眼泪 光洙欧巴真的棒 希望有一天也可以凭借自己的剧集获得大赏呀  虽然没有更深刻的催泪描写 但还是很好哭啊呜呜呜  哥哥 没有我你哪都去不了吧  先放手的人有什么资格争取弥补 等不到的人 就不要再等了 ,5
"坦白讲 从体育丑闻 性丑闻 明星丑闻 到政治丑闻 韩国基本上和隔壁一样  很好 的传承并体现了 儒家 文化的糟粕 很多时候 我不喜欢韩国  但单就电影领域 韩国不仅仅贡献了一位又一位冉冉升起的大师级导演 一位又一位专业在线的演员 不仅仅开始在各大电影节收货好评并摘得殊荣  另一方面 从 熔炉 到 素媛  到 白小姐   从 辩护人 到 恐怖直播 到 国家破产之日   从不可说到不可说 我看到了一个敢于直面并敢于呈现和反思的韩国  隔壁呢 ",4
申河均只用脖子以上的部位 就击败了百分之八十的男演员 ,4
还有点基情呢  互相利用也互相依赖,5
这种难得的共生关系 据说是根据真人真事改编 搞笑中满是温馨 有被暖到,5
李光洙很適合演傻子 挺不錯的 溫馨感人 我也想吃泡麵 ,4
韩影虽然越发套路 但也总能把索然无味的题材拍出引人入胜的效果来 两位肢残智残人士互补互助 没有血缘关系却胜似至亲 全网都在吹李光洙 而申河均只用脖子以上的表演便完爆所有人 我在心里默默给他颁了个奖杯 ,4
当你想要告别这个世界时 总有人会从深水中拉起你并叫你一起回家,3
我知道李光洙演了一个弱智 但没想到他可以演得这么好 看着他在人群中无助的样子 感觉像一只鹤自卑的站在鸡群里 不论如何 作为综艺出身的李光洙 他浑然一体的傻白甜人设真的太深入人心了 印象最深的一幕是他从家里出走迷了路 看见路边的废弃超市手推车 一路推着回到了福利院 推着手推车的感觉和推着轮椅的感觉是一样的 这样能给他安全感 他回到正在拆迁中的福利院 他躺在废墟里一张勉强搭起的小床上嚎啕大哭 那一刻 我几乎想要冲进荧幕里去救他 ,4
"爱真是种伤人的东西 执念虽然残破却赢过所有的勇气 好像拥抱你 可我做不到 ",5
李光洙演技真的好棒    什么都不知道被朋友拉去看首映  以为是个喜剧片结果哭的稀里哗啦的  ,4
剧情有笑有泪 申河均演技发挥稳定 李絮美出新高度 李光洙好适合这个角色ㅋㅋ傻能卖萌悲能煽情 总体来说高于预期 非常温情 ,5
