comments,star
小细节做的太好了 看得出来制作人真的很爱狗 养狗之人看到动物的眼神和小动作都非常有共鸣 中间救老虎的那条线奇奇怪怪的 ,3
老虎不是宠物 野生动物不是宠物 从马戏团解救回来的也不是宠物 ,2
哈哈哈 我只想知道多少人会对Rooster说我可以  英雄救美 森林单邀 月夜共鸣 临别赠衣  还翻译成鲁叔 还叫Horrison Ford配音  受不了了  Gidget女王加油掰直Max哦  歪个楼 依然很爱Chloe ,4
哈里森福特的声音太沉稳可靠性感迷人了吧 想认狗作父  ,3
猫咪的部分笑死,4
好笑还是很好笑的 仍然主打萌与蠢 有几场戏还真是蛮搞笑的 至于剧情 就随风去吧 另外 外片结尾现在也开始搞社会化营销 大众温情片段网罗的套路了啊 可以 ,3
本来第一部就过誉了 这一部还不如第一部 故事简直是小学生的水平 拜托编剧上点心好吗 不要假借宠物蠢萌之名来糊弄人 ,2
newport amc 我隔壁的那对说中文的情侣从头到尾都在 哇   好可爱啊   好吓人啊   哈哈哈哈哈哈   啊啊啊啊啊  极度影响观影 ,4
三条剧情线乱七八糟 故事没什么期待的 如果你只想看看萌宠们卖萌犯蠢放松一下 还是可以看看的,3
第一部因为 宠物离不开主人 离开主人就活不下去 的内核饱受诟病 第二部显然在规避这个问题 弱化了宠物和主人的关系 侧重于宠物的冒险生活  但即便如此 还是没有第一部好看 像一部段子合集 导演已经很努力地在制造笑点了 然而整体还是很无聊  第一部小白桀骜不驯的性格是很大的亮点 自从被驯服为宠物后便失去了吸引力和特色 甚至不如小狗黛西勇敢  麦克和杜老大相爱相杀也是第一部的一大看点 到了第二部 没有危机 没有分歧 没有矛盾 太平淡了  除此之外 第一部劫持汽车 两段飙车戏 水下救援等精彩片段也没了  奶牛吐槽汪星人 啾啾成为女王 爱猫的老太太是为数不多的看点  从 神偷奶爸 三部曲到 小黄人  爱宠大机密  照明娱乐在搞笑卖萌上越来越娴熟了 但是再也没有了当初看 神偷奶爸1 的惊艳和感动 ,3
狗版向往的生活 男主角彭昱畅 ,4
麦克在鲁叔那里学到了勇气   爱 让那狗一夜长大  啾啾在冰冰的调教下假扮猫咪找回蜜蜂玩具   我本是猫美人 又不是狗大王  小白跟黛西一道营救马戏团白虎  末路狂花并肩冒险  几乎成了英雄  夏日果然是吸猫舔狗玩萌宠的好时节 它们也让我们更确信 走出舒适圈 才会打开新天地 ,3
很萌很减压 但是剧情明显有些硬凑 感觉如果再拍第三部的话 导演会没梗用了 ,3
