comments,star
全篇最阿加莎的部分不是推理和反转叠反转 是好人受到考验而好人最终平安得胜 以及自始至终的善良的心,4
可能最近看的和写的推理太多 所有的伏笔  发展和反转都没有超出意料 它并没有反类型 仍然是一个古典推理的结构 甚至还留下了最脆弱的bug 一验血就知道谁有嫌疑 老头的计划全盘崩塌 作为编剧不能忍受故事建立在一个随时可以崩塌的基石上 ,3
贵为美国白人的众卿家内讧一无所获 仰望着从巴基斯坦人手里买来的生父老宅  身为巴西移民的本宫站在老宅阳台 端起 My House My Rules My Coffee 杯具轻呷 俯视着一切  哈哈哈哈  吐 ,4
虽然案件真相没什么新意 但胜在结构玩得转 节奏上佳 台词笑点不断 连续反转让剧情不断攀升 家族里的每个人都人设丰满 感觉有很多可以挖掘 能做迷你剧的水平 所有配角从警察到女佣都太有戏了 群戏优秀 呈现了非常舞台剧的效果 极具观影娱乐性,4
 罗生门 般的众说纷纭 层出不穷的反转已经足够精彩 更精彩的是对人性的揭露入木三分  最黑暗的不是哈兰的死因 而是每个人面具下的心机和城府  大家都说玛尔塔是家人 哈兰将遗产给她后 他们又说她是骗遗产的贱人  沃尔特亲口说要好好照顾她 结果说翻脸就翻脸 甚至用她母亲来威胁她  你犯了罪 有好处我就睁一只眼闭一只眼 没好处我就要报警抓你  一开始大家都说哈兰是自杀 听完遗嘱却又叫布兰克继续查下去 巴不得是玛尔塔杀了他  和自己无关就无所谓 哪怕是父亲的死因 关系到自己的利益了才会在乎  一家人可以天天吵架 也可以为了遗产联合起来一致对外  因为他们知道 可以和家人过意不去 但不要和钱过意不去 没有永远的家人 只有永远的利益  玛尔塔的话真是一针见血 为什么哈兰把遗产给我 不是因为我 而是因为你们 ,4
9分吧 属于那种很好看电影 也算是这两年好莱坞看到的最出色的侦探推理类影片了 整个推理与反转的设计都很用心 真正做到了不到最后一步 你永远无法猜出真相 中间又有几次类型的转换 也很有心思 同时 表面是个推理片 背后又各种政治话题隐喻 各种怼川普 也是很好莱坞了 表演也都很有特点 可以的 ,4
可能因为期待值太高 看完其实蛮失望的 并不 狼人杀  大部分的家族成员也都被处理成很脸谱化的小反派 尤其故事到中后段视角完全从女主小白兔一人展开 上帝视角一开 几乎从推理变成了犯罪惊悚片 到最后谜底并不重要 重要的是 这依然是想讲一个拉美裔移民赶走美国人的反川普式寓言 这几年川总凭一人之力到底为好莱坞贡献了多少素材灵感   还能拍点别的吗   ,3
一家子 神仙 又请了个 大咖 神探来破案 过瘾哦 各种飙戏 感觉就像在话剧厅现场  ,4
用古典影调 英式喜剧 政治讽刺 闪亮亮卡司层层包装 唯独甜甜圈最核心的部分空了一块 没有推理进行到关键时刻那轻轻一击整个人恍然大悟的快感 解谜越深入越感受到导演对于反类型的用力又无能为力 用明到不能再明的明喻带着观众兜圈 以回避只要一验血就不言自明的真相 推理迷看完失望到萎靡 ,3
美桃甚至已经不满足于在twi上骂川普了 这一次 他专门演了一部骂川普的电影  ,5
拉丁美洲被切开的血管 讲西语出身的护工 埋设了一个语言梗  一会被说是厄瓜多尔人 一会是巴拉圭 一会是乌拉圭 一会又是巴西人以及壁炉夜话的墨西哥边境话题 似乎富翁子女 从来没有正眼看待她 认为她不过是一个随时可被替换 是任何一个国籍的帮工佣人 子女一群人嘴上说白手起家 心里念念不忘丰厚遗产 痛失遗产后的古老敌意 叫人不寒而栗 包括看似叛逆不羁反社会的家族第三代 依然带有根深蒂固的成见   匕首 呕吐 老奶奶之类的设置妙用 都令电影在类型上 有偏向黑色喜剧的幽默元素 所以实际看下来 并不会觉得电影很长 尤其是最后一连串脑补风暴 煞是过瘾 ,4
其实老爷爷在第五分钟时就已看穿了真相  当然 这句话唯有看完全片的人才会懂 长评 https   movie douban com review 12062332 ,4
没有推理迷会瞧得上这个案子吧 它的质量 体量与能量甚至都不足以支撑起一部电影 莱恩增添人物数量和支线情节进行叙事注水 一个个功能化的毫无生命的沦为道具的角色除了分散注意力与提供生硬的笑点外基本是多余的 他们真的参与悬疑和谜团的助力与搅局了吗 演员选角特点 众人登场布局 稀释了真相前的迷雾 反阿婆 但实际并未跳出传统 从 神探可伦坡 到 古畑任三郎  太多前人早就做过无数次 最后 还是向老派推理的惯式投降 你可能会说 这片子不仅仅看罪案侦破 你更要看到它社会向的一面 不好意思 这一点 我作为一个三流影迷 更没瞧上 ,3
最打动我的地方   似乎是这个故事有那么些温暖 ,4
放在悬疑喜剧还行 放在推理就比较勉强 当然这片本质还是为了骂川普 但是 移民都是心地善良的天使 美国人全是心肝黑透了的坏坯 这种逻辑也实在是过于惊悚 美国人看到最后一幕的时候不会觉得恐慌吗 ,3
全片最大的败笔是 美队从头到脚都写着 我的智商和我的演技一样捉急 加这么多戏给我 我自己也不信啊,4
哈哈哈 想要一个美队叫大家EAT SHIT的表情包  半上帝视角下的推理与反转都很有意思 而情字当头 一点点人性的光辉还是有机会从这冷冰冰的伪善脉络中逃出生天 四星半  许愿成功 12月2日 今天也是宝贝喵 给我发来表情包 ,4
年度爽片 人性试炼 剧本在原创中带着阿加莎 克里斯蒂的即视感 从上帝视角看谋杀依然拍出了悬念与反转 美队蛮有黑色幽默的潜质啊 ,4
从戛纳的 寄生虫 到威尼斯的 小丑 再到这部颁奖季的 利刃出鞘  今年堪称类型片大爆年 而且每一部都能走向口碑的风口浪尖 缺失中心的 甜甜圈 案件 逐层抛开悬念 猜不透剧情走向 情愿沉迷其中 无暇去想 遗产公布时美队的窃笑 探员收回公布真相时奶奶的偷乐 脑海里浮现的都是高司令在奥斯卡现场的捂嘴笑 它又不仅仅是一部简单的悬疑推理片 家人的关系 阶层的对立 越细想越不寒而栗  年纪越大 越难以掩饰情感 包括悲伤  每个人都有可能撒谎 而你也可以选择自己的方向 ,5
4 5 太好看了 剧本扎实 十多个人物个个出彩 各种细节和铺垫需要二刷才能全部Get 更难得的是在如此严密的剧作之上有讽刺幽默 之下是个政治内核 尤其是第二幕之后 悬念退场 政治讽刺开始主导语调 把整个电影提升到另一个层面 精彩纷呈 莱恩 约翰逊的执导能力依然不同凡响 这个卡司更是牛逼闪瞎眼 全是硬核戏精 托妮 科莱特演的网红婊太抢眼  ,5
就还行吧 夸成这样 真不至于 是我看推理片太少 还是别人看的太少 困惑 ,3
