comments,star
盖里奇这部 绅士们 真的只有到英国之后才能对有些隐晦的点感同身受  比如狗皮膏药一样躲不起甩不掉的teenage gansters 比如在贵族家种大麻 因为不受管制  比如极大运用想象力的媒体 比如黑美国人 不过这次美国人是亚洲面孔  比如全民YouTuber   挺隐晦的 英国的绅士之道不是敌对势力动摇的 而是新旧媒体 nobody cares about your business  they only care about your story  有的时候虽然也救你一命 但也不是为了救你 而是为了拍YouTube哈哈  总的来说盖里奇兜兜转转又回到了最初 两杆大烟枪 的套路 多线网状叙事 虽然没有处女作那么惊艳 但是骚死了 他画面拍得太漂亮了 ,4
盖里奇是不是暗恋湖南,4
Charlie Hunnam看得我快怀孕了 ,5
盖里奇回去给迪士尼当打工仔吧,1
在The Gentlemen里看到了 两杆大烟枪 的影子 电影接近尾声的时候我想说盖里奇值得 这部绝对是开年最佳 直到我在片尾听到 What you need is a sequel 并且还看到了U N C L E 的海报   盖里奇果然不配吃烤鸭 ,5
英国人 对艹猪是不是有什么情结 ,3
YOU DONT NEED AN ENDING  YOU NEED A SEQUEL ,4
亚洲人好惨,3
片子还是挺切题的 绅士们 属于那种好看的电影 盖 里奇回到了早期风格 多线索 多人物 出色的节奏控制 各种黑色幽默与讽刺 过瘾的暴力场面 以及对情节与观众的玩弄 再加上几个男演员都特别帅 可看度还是很高的 查理 汉纳姆演了一个特别讨好的角色 真讨人喜欢 科林 法瑞尔与他的团队更是强到不行 还各种恶搞小青年与互联网一代 配乐也很赞 ,4
我觉得很一般哦 毫无惊喜 玩梗的桥段也生硬做作 最后竟然也没有想要解构黑帮的意思还在不停塑造黑帮白男英雄  最后自反本人 出场也没用 从手法到价值都有点过时的盖里奇 ,3
北美都还没上映 所以在澳洲算是全球首映吗 观众笑声不断 段子很黑很有梗 马修又回到了正常的节奏 盖里奇还是很擅长群戏的 所以DC不如让他来导试试 ,5
2020第一次观影献给盖里奇 盖里奇真香   我发现 我看电影上头的一个标志就是 出电影院开始搜原声然后一路听回家  ,5
贩毒黑帮片 玩电影玩得老到 仅此而已 ,3
兜兜转转又重回 两杆大烟枪 的盖 里奇 故事虽然有话痨之嫌 但原创剧本拍得很炫 毒品大王收山引发黑帮火拼 最终丛林依然是丛林法则 绅士们就算披着树叶也要有范儿 盖 里奇终于没有刻意卖腐了 但休叔给里给气的表演让我一个爆笑      强行出镜的U N C L E 海报是有多自恋啊 ,4
4 5 5 这种商业片多一点好吗 虽然让Hugh Grant在大叔局海报前对电影公司老板说 欲知后事如何 你需要个续集 简直不能更过分 盖里奇回归老本行gangster film 得心应手 相较于给迪家拍的阿拉丁 这部可谓放飞自我 Grant老师越老越能 就算三男主都强他还是亮 整个剧情就是黄雀在后 在后 在后 在后      不过我好奇电影最终拍出来算不算最后一个twist ,5
回到两杆大烟枪和偷抢拐骗风格的盖里奇 在叙事上玩起双线交叉并进 但话唠程度也升级了 好在拐了英国新老影坛歌坛一干巨星 故事还是讲得很生动 不过姜还是老得辣啊 休叔把油滑劲儿演到极致力压群雄 努力再证自己是演技派 湖南依旧帅到让人抖腿 ,4
我发现英国人是绕不开日猪梗了 英国人日猪 阿拉伯人艹羊 完美 ,5
这就很有意思了 按理说斯科塞斯跟盖里奇拍的都是黑帮片 盖里奇的片就十分喜欢 斯科塞斯就讨厌到爆炸 谁能解释解释   哦 还有就是Charlie Hunnam的颜值简直是整个片子的灵魂 ,5
别的我都能忍 你伤了我老婆 我非得把你 威尼斯商人 了不可  熟悉的配方最爱的味道 果然还是UK 精致建筑 黑帮 火拼 搅基 捅刀子 反转 再反转 是盖导的拿手好戏 画面一直美不胜收 McConaughey这两年广告接太多 西装革履往pub一坐 感觉就是个啤酒雪茄广告 其他真的没得说 这一群西装暴徒 男的女的看着都喜欢嗷 盖导知道Charlie Hunnam怎么整活最好看 老大叔在伦敦小巷跑不过小混混 那就拿出风衣下的轻便消音自动步枪打到你们叫爹 Michelle Dockery在车间的suit天衣无缝,5
盖 里奇跟麦当娜离婚后水平回来了 有腐 有猪 有吉卜赛人 还有续集梗 说需要续集的时候背景是 秘密特工 的海报 笑死  非常盖 里奇 人物复英式冷幽默一本正经的暴击 笑死人不偿命 哈哈哈哈哈哈哈哈哈哈  ,5
