comments,star
设定五星 故事三星 前半段能调动好奇心 后半段垮掉 ,3
"美兰女士OneTop主演    期待 看完打卡 罗美兰独角戏也完全没问题 朱相淑这个人设其实不咋样但是让她演的就是讨厌不起来还可可爱爱 演喜剧太难了 罗美兰喜剧表现力在nh可以说独树一帜不可替代 影片中控制不住嘴的桥段都太搞笑了笑到劈叉   ",5
前半段还比较可以 选举真是给了喜剧电影提供了很多题材 ,4
题材并不新颖 但是胜在笑点不断 美兰果然是因喜剧而生的 ,4
韩国的文化氛围就是比东亚某些国家好很多 起码 在编剧层面 作为敌对势力的对象 可以是每个人日常接触的公权力 也可以是政治人物 历史人物 反之 某国 对于对于文化的限制 以小说为例 包括警察不能是坏人 不准出现有颜色的团体等等 所以某国人就不要抱怨什么本国没有文化输出了  PS 又是38师机动队 ,4
政治童话之祖安话教学及危机公关案例教学,3
罗美兰跟罗文姬的火花哈哈哈 蛮搞笑的 ,3
还是韩国擅长的奇幻那套 用对常规生活的颠覆莱呈现戏剧反差 最终为观众煲出一碗真善美的心灵鸡汤 ,3
豹子女士的魅力大放送 开篇四平八稳 直到影片触发 正直 开关后 爆笑桥段以及意外转折就像坐上过山车一样 呼啸而至 爽利生风 令人目不暇接 直呼过瘾 说是笑到不能自理也一点都不为过 还有罗文姬老奶奶的戏份虽然不多 但依然演技炸裂 一个手势乃至一个眼神 都是全片的走心与戳心担当 总之 是一部让我想推荐给朋友的喜剧佳片 ,4
以诚为贵 讽刺政客 笑料不足 ,3
最近看过的比较好的电影了 wuli罗美兰女士独挑大梁演起喜剧也是很精彩 挺有意思的电影 男一 也是年纪虽大还很有魅力的样子,5
罗美兰也太讨人喜欢了吧 ,3
政治讽刺嘛  罗美兰真的是韩国大宝贝 褒义 啊  ,4
没看过巴西版 但可以看出本片本土化的很成功 本来票房应该更好 但因为韩国疫情突然爆发最后勉强保本 罗美兰很好的区分开了不会撒谎前后的两种表演状态 贡献了本片的全部笑点,4
以为会有很多说真话惹来的大麻烦 结果都是隔靴搔痒,2
政治家爱说谎其实也不能全赖政治家 傻白甜的选民要负最大责任 前面还行 后面四十分钟堪称灾难般的展开 将大部分韩影的短板暴露无遗 ,3
全程看金武烈 身材太好了 剧情瑕疵太多   作为双罗女士的粉丝向电影看看没问题 如果不是建议不要浪费时间,3
豹子女士好可爱   风趣可爱 有些情节真的好好玩  好好笑  只看她表演我都爱死了 我爱她 ,5
继 秘密动物园 之后又一部笑喷的电影 罗美兰天生一副亦正亦邪 可悲可搞的坯子 这部电影让我想起了前几年的 特别市民  同样是竞选的政治片 同样的针砭时弊 与 特别市民 不同的是 抛开一本正经 讲了一个带有奇异色彩的政治故事 恶搞的头头是道 金武烈的辅佐官很有魅力 那句 姐姐 竞选结束后你答应给我买辆车 到底是不是真的  很善良的人设 与之前的阴险 狠毒的角色大有不同 看来 演员还是不要演反派 否则真容易让人对号入座 ,4
喜剧增强了可看性 但同时也弱化了政治真正的丑恶 ,3
龙泉山庄选村长都比这个有意思,2
idea是借鑒金凱瑞多年前的大話王 一個是兒子許願律師爸爸一個是奶奶許願議員孫女 前半段很搞笑 所以顯得後半段收的有點軟 羅美蘭演出了自己的特色 劇本本土化也不錯 總體還是挺有趣的喜劇電影,3
 那位大姐只要不杀人就能当选   讽刺以 良性竞争 为宗旨玩耍的政治游戏  一系列的阴差阳错之后  正直的候选人 化身 国民的手榴弹  将 选举动物 予以诙谐的 极妙的深刻诠释 笑点连绵不绝  话说新罗都护府搞文化输出还是很有一套的 换个 总有刁民想害朕 的地儿 这个要屏蔽 那个要禁言 搞个锤子 能够输出的只有资金和资本了 ,4
设定有趣 执行粗糙 对政治博弈的理解也只停留在表面的阶段吧 最后还是试图以温情来洗白 女主演的不错 罗文姬奶奶的角色沦为工具人 亚洲国家拍这种政治喜剧还是要看日本 不管是 民王 还是 不存在于记忆中  都比这个要扎实 这部到了后半程基本上就完全垮掉了 ,2
作为喜剧 这个电影拍得太成功了 讽刺喜剧 ,4
7 0 10 分 初看 蓝光 还是挺欢乐的   韩国喜剧还是非常有特色的   虽然创意是借鉴美国佬的 但做了很多的本土化   ,4
很搞笑 豹子女士口碑的保证 ,3
音乐6 画面6 导演6 故事6 表演6 印象6 平均6 0 10 有点奇幻色彩的浮于表面的政治喜剧 一些对白还挺逗的 ,3
前半段的真话手榴弹十分灵性 但是后半段拖沓落俗 甚至见不得光的政客拼命也变成了低级的互扯头花 强行到像是机械降神的反转洗白也没有代入感,3
感觉是抄袭了牛群冯巩的那个坐在椅子上就会说瞎话的小品嘛 但其他刚开始我以为剧情是女主和奶奶互换身体呢 没想到原来是一个政客说起了真话 但是 因为套路的剧情 为了讽刺而讽刺的桥段 让观众融入不进去 女主哪像林俊杰呀 明明像范湉湉嘛 就笑笑得了 不难看 本来因为 朝阳区妻夫木聪 的推荐要看 从宫本到你  结果 那部片子看到四分之一卡了 刚好这部缓冲完了 就看了这部 那边苍井优才开始 我去看了 ,3
和 不存在于记忆中 一样 寄托了普通民众希望政客大彻大悟 对人民诚实的美好愿望 但这要么靠神明显灵 比如本片  要么靠失忆 ,3
用喜剧的形式讽刺政客的虚伪,4
还是有些好笑的 韩国人讽刺政客 有一套  20200825,3
大概前2 3的剧情还蛮好笑紧凑的 但是看到后面就觉得有点无聊了 不得不夸罗女士的演技真的棒 韩国电影也真的蛮敢拍的 ,3
还是很感慨就像韩国影视圈这种非常在意颜值又有挺多演技好长得也好的年轻演员的地方 仍然能给罗美兰当女主的机会 为什么默认观众只想看脸呢 无语   ,4
笑就完了 罗美兰我真的超喜欢  ,4
设定有点像金凯瑞的部分喜剧片 窝终于可以认识韩剧的配角熟脸了 比如秘密森林里的入室盗窃犯 爱的迫降里的秘书 还有棒球大联盟里的社长ww,3
豹子女士可爱,4
感觉是一部挺不错的电影 笑中有泪 直戳社会 而且主演都是我很喜欢的人 所以我觉得是一部还好的电影 值得推荐,5
就挺一般的 罗美兰女士真是个好的喜剧演员,3
哈哈哈哈哈哈豹子女士真的是宝藏,4
很老套了 罗美兰撑起了一部戏 换别的演员可能坚持不到看完 ,3
好好笑,4
我就喜欢看这个片 评分啥子无所谓 重要才是开心 搞笑就行,4
政客面面相 前半部够废够讥讽 后半部节奏趋缓没多大惊喜  ,3
政治题材非常适合拍喜剧 两位罗女士无敌了 ,4
政治选举那一套韩国人玩得太溜了 本片用魔幻荒诞喜剧的方式讽刺了韩国政治选举的黑暗和腐败 罗美兰和一众演员们演得都很好 她奶奶的中指绝赞 ,4
韩国电影还是很能发挥的 多一点真诚 这个世界会更好么 ,3
